period_end,county,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_ppsf,median_list_price,homes_sold,homes_sold_mom,homes_sold_yoy,median_dom,daily_cases,percentage_fully_vaccinated,risk_index,risk,cost_of_living_rank,tax_burden,medianage
2021-12-31,Berrien County,Michigan,MI,All Residential,-1,229000.0,0.0574924959593627,144.00377714825308,247000.0,196.0,-0.1478260869565217,-0.2128514056224899,55.0,34245.0,0.551,2.0,High,24.0,8.34,40.0
2021-12-31,Seward County,Nebraska,NE,All Residential,-1,229950.0,-0.029746835443038,114.60530549497692,239000.0,12.0,2.0,,13.0,3037.0,0.498,2.0,High,14.0,9.01,37.0
2021-12-31,Goodhue County,Minnesota,MN,All Residential,-1,269500.0,-0.02,149.21630094043888,244900.0,69.0,0.2545454545454546,0.0298507462686568,29.0,12658.0,0.658,3.0,Critical,6.0,9.99,38.0
2021-12-31,Choctaw County,Oklahoma,OK,All Residential,-1,161500.0,-0.0122324159021406,73.60984503190518,,3.0,0.5,0.5,8.0,4011.0,0.346,3.0,Critical,44.0,7.13,37.0
2021-12-31,Warren County,Iowa,IA,All Residential,-1,227000.0,-0.0919999999999999,185.9243697478992,289900.0,73.0,-0.0987654320987654,-0.324074074074074,17.0,12214.0,0.593,3.0,Critical,13.0,9.26,38.0
2021-12-31,Paulding County,Ohio,OH,All Residential,-1,116000.0,-0.0930414386239248,83.41023489932884,126400.0,18.0,0.8,2.0,59.0,4579.0,0.416,2.0,High,16.0,8.96,39.0
2021-12-31,Kendall County,Illinois,IL,All Residential,-1,298000.0,-0.0229508196721311,149.68711083437108,284900.0,237.0,-0.0206611570247934,-0.0206611570247934,13.0,30316.0,0.671,3.0,Critical,9.0,9.52,38.0
2021-12-31,Pope County,Minnesota,MN,All Residential,-1,215000.0,0.6538461538461537,118.4041184041184,259900.0,19.0,0.1176470588235294,0.7272727272727272,36.0,2900.0,0.566,3.0,Critical,6.0,9.99,38.0
2021-12-31,Madison County,New York,NY,All Residential,-1,174900.0,-0.1254999999999999,114.8843930635838,179900.0,71.0,0.1639344262295081,0.0,40.0,12614.0,0.604,2.0,High,1.0,12.79,39.0
2021-12-31,Hall County,Georgia,GA,All Residential,-1,364990.0,0.0734999999999998,165.44117647058823,369900.0,258.0,-0.0947368421052631,-0.2732394366197182,21.0,53074.0,0.444,2.0,High,35.0,7.91,37.0
2021-12-31,Sheboygan County,Wisconsin,WI,All Residential,-1,205000.0,0.0406091370558374,132.91518619978842,170000.0,137.0,-0.0743243243243243,0.0620155038759691,57.0,32072.0,0.614,2.0,High,17.0,8.89,40.0
2021-12-31,LaSalle County,Illinois,IL,All Residential,-1,144000.0,0.0285714285714284,105.57432432432432,120000.0,133.0,0.1769911504424779,0.1176470588235294,21.0,28390.0,0.571,3.0,Critical,9.0,9.52,38.0
2021-12-31,Bleckley County,Georgia,GA,All Residential,-1,188250.0,0.2676767676767677,98.87079831932772,152450.0,1.0,-0.5,0.0,3.0,3327.0,0.36,2.0,High,35.0,7.91,37.0
2021-12-31,Isle of Wight County,Virginia,VA,All Residential,-1,330500.0,0.0232198142414861,169.473402833467,341985.0,58.0,-0.0491803278688525,-0.275,22.0,7184.0,0.706,2.0,High,37.0,7.86,38.0
2021-12-31,Blount County,Tennessee,TN,All Residential,-1,335000.0,0.015459230069718,179.44144670972773,349900.0,177.0,-0.1280788177339901,-0.1805555555555555,51.0,38344.0,0.516,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Franklin County,Ohio,OH,All Residential,-1,254900.0,0.0196,158.15146059096722,249900.0,1647.0,-0.043554006968641,0.0,39.0,285265.0,0.633,2.0,High,16.0,8.96,39.0
2021-12-31,Putnam County,Tennessee,TN,All Residential,-1,280000.0,-0.0537343697194998,161.2288391777509,307450.0,29.0,-0.4081632653061224,4.8,51.0,24545.0,0.503,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Jersey County,Illinois,IL,All Residential,-1,162250.0,-0.0166666666666667,100.60611770617425,140000.0,19.0,-0.3448275862068965,-0.2962962962962962,30.0,6143.0,0.554,2.0,High,9.0,9.52,38.0
2021-12-31,Walworth County,Wisconsin,WI,All Residential,-1,309900.0,0.0505084745762711,174.8916958087583,265250.0,171.0,0.1712328767123287,0.0,58.0,26552.0,0.531,3.0,Critical,17.0,8.89,40.0
2021-12-31,Okmulgee County,Oklahoma,OK,All Residential,-1,152450.0,-0.0391826907926664,83.70377379319046,134950.0,30.0,0.0344827586206897,-0.032258064516129,23.0,9508.0,0.42,5.0,Extreme,44.0,7.13,37.0
2021-12-31,St. Louis City County,Missouri,MO,All Residential,-1,195000.0,0.0268562401263823,130.87320592925676,149900.0,444.0,0.0068027210884353,0.0546318289786222,29.0,,,,,39.0,7.75,39.0
2021-12-31,Essex County,Massachusetts,MA,All Residential,-1,555000.0,-0.0035906642728904,314.0578265204387,499900.0,842.0,-0.0716648291069459,-0.1381780962128966,20.0,201680.0,0.728,2.0,High,21.0,8.77,40.0
2021-12-31,Hendry County,Florida,FL,All Residential,-1,45000.0,-0.8269230769230768,161.56462585034015,150000.0,63.0,1.25,2.0,54.0,11630.0,0.481,2.0,High,45.0,6.97,42.0
2021-12-31,Crook County,Oregon,OR,All Residential,-1,425000.0,-0.174757281553398,268.30808080808083,440000.0,51.0,0.5,-0.135593220338983,35.0,5910.0,0.503,3.0,Critical,27.0,8.29,39.0
2021-12-31,Pottawatomie County,Oklahoma,OK,All Residential,-1,198000.0,0.1314285714285714,118.0135850127032,209037.5,76.0,-0.1827956989247311,-0.073170731707317,11.0,20170.0,0.475,3.0,Critical,44.0,7.13,37.0
2021-12-31,Strafford County,New Hampshire,NH,All Residential,-1,377500.0,0.1184091629559183,210.8288420583238,332200.0,152.0,-0.0898203592814371,-0.1999999999999999,49.0,27446.0,,3.0,Critical,46.0,6.84,43.0
2021-12-31,Camden County,Georgia,GA,All Residential,-1,257000.0,0.0158102766798418,146.31685166498485,249250.0,113.0,0.1299999999999998,0.2150537634408602,16.0,10897.0,0.556,3.0,Critical,35.0,7.91,37.0
2021-12-31,Oklahoma County,Oklahoma,OK,All Residential,-1,220000.0,0.0,128.06507454550874,215000.0,1066.0,0.0113851992409867,-0.037037037037037,9.0,190981.0,0.635,3.0,Critical,44.0,7.13,37.0
2021-12-31,Cayuga County,New York,NY,All Residential,-1,165000.0,-0.1747936984246061,97.80675755779488,142450.0,71.0,0.2241379310344826,-0.0405405405405405,38.0,15519.0,0.585,2.0,High,1.0,12.79,39.0
2021-12-31,Lavaca County,Texas,TX,All Residential,-1,260000.0,0.1818181818181818,153.28947368421052,325000.0,7.0,-0.3636363636363636,-0.4166666666666666,19.0,3886.0,0.409,2.0,High,30.0,8.19,35.0
2021-12-31,Fresno County,California,CA,All Residential,-1,380000.0,0.0119840213049267,226.890756302521,399999.0,801.0,0.0037593984962405,-0.0531914893617021,11.0,244801.0,0.597,3.0,Critical,10.0,9.48,37.0
2021-12-31,Baker County,Oregon,OR,All Residential,-1,219900.0,-0.0931958762886597,160.83333333333334,309950.0,17.0,-0.3461538461538461,-0.0555555555555555,30.0,3153.0,0.696,3.0,Critical,27.0,8.29,39.0
2021-12-31,Morgan County,Tennessee,TN,All Residential,-1,149900.0,-0.4178640776699029,134.09961685823754,169000.0,17.0,-0.15,0.4166666666666667,50.0,5872.0,0.51,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Schoharie County,New York,NY,All Residential,-1,187500.0,0.0416666666666667,109.66754740133791,209000.0,26.0,-0.3953488372093023,-0.1333333333333333,66.0,4876.0,0.563,2.0,High,1.0,12.79,39.0
2021-12-31,Latah County,Idaho,ID,All Residential,-1,325000.0,-0.1551199729638391,203.6452567954597,430000.0,26.0,0.1818181818181818,-0.1333333333333333,16.0,6607.0,0.577,3.0,Critical,36.0,7.88,36.0
2021-12-31,Watonwan County,Minnesota,MN,All Residential,-1,110000.0,-0.2137240886347391,49.81884057971016,,1.0,0.0,-0.75,46.0,2890.0,0.576,5.0,Extreme,6.0,9.99,38.0
2021-12-31,Jefferson County,Washington,WA,All Residential,-1,610000.0,0.0427350427350428,363.9455782312925,549000.0,39.0,-0.2641509433962264,-0.25,10.0,2788.0,0.759,3.0,Critical,24.0,8.34,38.0
2021-12-31,Hancock County,Indiana,IN,All Residential,-1,275000.0,0.0381275953189883,127.53897024090696,289900.0,159.0,0.213740458015267,0.0743243243243243,10.0,20493.0,0.669,2.0,High,33.0,8.15,38.0
2021-12-31,Somervell County,Texas,TX,All Residential,-1,475000.0,0.3571428571428572,196.76884838442416,249900.0,9.0,0.125,-0.0999999999999999,28.0,2087.0,0.45,2.0,High,30.0,8.19,35.0
2021-12-31,Duval County,Florida,FL,All Residential,-1,287000.0,0.0321884553137925,173.86394170373725,270000.0,1827.0,0.0566801619433199,0.0082781456953642,30.0,249464.0,0.601,3.0,Critical,45.0,6.97,42.0
2021-12-31,Jackson County,Ohio,OH,All Residential,-1,188000.0,0.205128205128205,122.80701754385964,159900.0,5.0,1.5,0.6666666666666667,31.0,8746.0,0.466,3.0,Critical,16.0,8.96,39.0
2021-12-31,Jerome County,Idaho,ID,All Residential,-1,329450.0,-0.0015153811183512,210.8463905377095,319000.0,20.0,0.4285714285714286,0.4285714285714286,17.0,5173.0,0.448,3.0,Critical,36.0,7.88,36.0
2021-12-31,Jefferson County,Georgia,GA,All Residential,-1,239900.0,0.7510948905109489,139.37282229965157,180000.0,3.0,-0.6666666666666667,0.5,2.0,3613.0,0.533,2.0,High,35.0,7.91,37.0
2021-12-31,Jasper County,Texas,TX,All Residential,-1,257500.0,0.0864978902953585,153.0094206828865,110000.0,6.0,0.1999999999999999,,20.0,6020.0,0.356,2.0,High,30.0,8.19,35.0
2021-12-31,Multnomah County,Oregon,OR,All Residential,-1,493950.0,-0.0121,297.4754713133327,484997.5,1094.0,-0.0845188284518828,-0.0665529010238907,20.0,109428.0,0.78,3.0,Critical,27.0,8.29,39.0
2021-12-31,Smith County,Mississippi,MS,All Residential,-1,99900.0,-0.3963746223564954,67.82077393075356,33017.0,1.0,-0.5,,27.0,4053.0,0.337,3.0,Critical,15.0,8.99,38.0
2021-12-31,Kankakee County,Illinois,IL,All Residential,-1,169000.0,-0.0901749663526244,117.55585031256524,174900.0,115.0,-0.0086206896551723,-0.0873015873015873,14.0,28464.0,0.511,2.0,High,9.0,9.52,38.0
2021-12-31,Decatur County,Indiana,IN,All Residential,-1,177500.0,0.0292838503914178,108.39588589413734,139700.0,40.0,0.1764705882352941,0.1111111111111111,20.0,7011.0,0.476,3.0,Critical,33.0,8.15,38.0
2021-12-31,Anderson County,Kentucky,KY,All Residential,-1,206000.0,-0.0636363636363636,143.3816888339004,204000.0,24.0,-0.441860465116279,-0.3513513513513513,40.0,6010.0,0.545,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Edgefield County,South Carolina,SC,All Residential,-1,312500.0,0.3285011318829642,149.04780411970464,272500.0,27.0,0.2272727272727272,0.4210526315789473,27.0,6551.0,0.589,3.0,Critical,40.0,7.45,39.0
2021-12-31,Winnebago County,Illinois,IL,All Residential,-1,147750.0,0.0784671532846714,93.72224689165184,120250.0,248.0,-0.0915750915750915,0.1753554502369667,12.0,75314.0,0.568,3.0,Critical,9.0,9.52,38.0
2021-12-31,Gordon County,Georgia,GA,All Residential,-1,240000.0,0.1661240950391138,140.94955489614244,232450.0,68.0,0.0461538461538462,0.3333333333333332,42.0,15381.0,0.37,3.0,Critical,35.0,7.91,37.0
2021-12-31,DeWitt County,Texas,TX,All Residential,-1,112000.0,-0.6297520661157024,98.30508474576273,175200.0,17.0,0.6999999999999998,1.125,55.0,6393.0,0.446,2.0,High,30.0,8.19,35.0
2021-12-31,Gilpin County,Colorado,CO,All Residential,-1,600750.0,0.0804856115107914,274.33179596473383,560000.0,22.0,0.6923076923076922,1.75,26.0,912.0,0.575,2.0,High,26.0,8.31,37.0
2021-12-31,Queens County,New York,NY,All Residential,-1,690000.0,-0.0079079798705966,511.3636363636364,699999.0,1046.0,0.1308108108108108,0.0165208940719143,62.0,632278.0,0.845,2.0,High,1.0,12.79,39.0
2021-12-31,Lake County,Colorado,CO,All Residential,-1,515500.0,0.0042370817708079,357.43638903751264,450000.0,20.0,1.5,0.5384615384615385,23.0,1767.0,0.591,2.0,High,26.0,8.31,37.0
2021-12-31,Hood County,Texas,TX,All Residential,-1,309900.0,-0.0519688700717064,179.1125541125541,334950.0,151.0,0.0,-0.0130718954248365,36.0,13185.0,0.498,2.0,High,30.0,8.19,35.0
2021-12-31,Bibb County,Alabama,AL,All Residential,-1,230000.0,0.3086770981507822,139.0213338223608,141250.0,4.0,-0.75,0.0,84.0,6345.0,0.342,3.0,Critical,40.0,7.45,39.0
2021-12-31,Washington County,Rhode Island,RI,All Residential,-1,509750.0,0.0403061224489795,261.8110646909408,482500.0,170.0,-0.1326530612244898,-0.205607476635514,37.0,30762.0,0.773,5.0,Extreme,8.0,9.69,40.0
2021-12-31,Cuming County,Nebraska,NE,All Residential,-1,206000.0,0.0377833753148615,104.85287659200702,172000.0,6.0,2.0,,8.0,1749.0,0.524,1.0,Medium,14.0,9.01,37.0
2021-12-31,Lucas County,Iowa,IA,All Residential,-1,100000.0,-0.2063492063492063,81.16883116883116,54700.0,5.0,-0.375,1.5,67.0,1717.0,0.446,3.0,Critical,13.0,9.26,38.0
2021-12-31,Cook County,Illinois,IL,All Residential,-1,285000.0,-0.0138408304498269,192.0880793401414,250000.0,5600.0,-0.0023160520220916,-0.007971656333038,28.0,1105263.0,0.707,2.0,High,9.0,9.52,38.0
2021-12-31,Eaton County,Michigan,MI,All Residential,-1,200000.0,-0.1051454138702461,119.80290563357242,195000.0,157.0,0.0466666666666666,0.0608108108108107,29.0,26084.0,0.563,2.0,High,24.0,8.34,40.0
2021-12-31,Wagoner County,Oklahoma,OK,All Residential,-1,237825.0,-0.0090624999999999,135.50655161393416,245000.0,168.0,0.135135135135135,0.5135135135135136,10.0,21309.0,0.463,3.0,Critical,44.0,7.13,37.0
2021-12-31,Brevard County,Florida,FL,All Residential,-1,315000.0,0.0096153846153845,192.504258943782,329870.0,1256.0,0.06984667802385,-0.0323574730354391,47.0,131317.0,0.637,3.0,Critical,45.0,6.97,42.0
2021-12-31,Twin Falls County,Idaho,ID,All Residential,-1,350000.0,0.1111111111111111,207.04225352112675,336500.0,107.0,0.0594059405940594,-0.1083333333333332,15.0,20309.0,0.489,5.0,Extreme,36.0,7.88,36.0
2021-12-31,Cuyahoga County,Ohio,OH,All Residential,-1,170000.0,-0.0222861250898633,119.65811965811966,158394.0,1694.0,-0.020242914979757,-0.0504484304932735,31.0,265830.0,0.637,1.0,Medium,16.0,8.96,39.0
2021-12-31,Union County,Georgia,GA,All Residential,-1,332000.0,0.0573248407643311,163.38582677165354,339700.0,49.0,-0.449438202247191,-0.0576923076923077,35.0,4760.0,0.45,2.0,High,35.0,7.91,37.0
2021-12-31,Cheyenne County,Colorado,CO,All Residential,-1,125000.0,0.0869565217391303,83.38892595063376,,1.0,0.0,,39.0,313.0,0.327,3.0,Critical,26.0,8.31,37.0
2021-12-31,Maricopa County,Arizona,AZ,All Residential,-1,450000.0,0.0227272727272727,257.4665293511844,450000.0,7409.0,0.0247579529737205,-0.1074569328996506,30.0,1239861.0,0.559,3.0,Critical,30.0,8.19,38.0
2021-12-31,Caddo Parish,Louisiana,LA,All Residential,-1,184000.0,-0.0054054054054053,111.18378024852844,190000.0,261.0,0.0740740740740741,,31.0,66686.0,0.476,2.0,High,19.0,8.82,37.0
2021-12-31,Ford County,Illinois,IL,All Residential,-1,120000.0,0.1320754716981131,83.41447037099209,129450.0,10.0,-0.4117647058823529,-0.4736842105263158,36.0,4367.0,0.565,3.0,Critical,9.0,9.52,38.0
2021-12-31,Kane County,Illinois,IL,All Residential,-1,265000.0,-0.086206896551724,157.80730897009963,265000.0,663.0,-0.0349344978165938,-0.0515021459227468,15.0,123800.0,0.654,3.0,Critical,9.0,9.52,38.0
2021-12-31,Chesapeake,Virginia,VA,All Residential,-1,328000.0,-0.0057593210063655,176.8255317381046,340000.0,456.0,0.0293453724604966,0.0,27.0,,,,,37.0,7.86,38.0
2021-12-31,Claiborne County,Tennessee,TN,All Residential,-1,179000.0,-0.3123319247022665,118.81668283220176,209949.5,35.0,0.5217391304347827,0.5217391304347827,63.0,8588.0,0.431,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Hernando County,Florida,FL,All Residential,-1,279945.0,-0.0177368421052631,164.59708083959964,294950.0,426.0,-0.0469798657718121,0.415282392026578,13.0,41290.0,0.541,3.0,Critical,45.0,6.97,42.0
2021-12-31,Polk County,Iowa,IA,All Residential,-1,245000.0,-0.0120967741935483,179.69451931716085,250000.0,767.0,-0.0657734470158343,-0.1254275940706955,18.0,119508.0,0.666,3.0,Critical,13.0,9.26,38.0
2021-12-31,Stephens County,Georgia,GA,All Residential,-1,216000.0,0.08,112.4661246612466,186950.0,24.0,-0.1999999999999999,-0.3142857142857142,22.0,6246.0,0.404,3.0,Critical,35.0,7.91,37.0
2021-12-31,Skagit County,Washington,WA,All Residential,-1,522500.0,0.0449999999999999,303.52300180997565,515000.0,164.0,-0.0409356725146199,-0.1502590673575129,9.0,21645.0,0.661,3.0,Critical,24.0,8.34,38.0
2021-12-31,Hancock County,Maine,ME,All Residential,-1,325000.0,0.0188087774294671,209.005376344086,314950.0,83.0,-0.0879120879120879,-0.2454545454545454,29.0,5446.0,0.731,3.0,Critical,4.0,10.5,45.0
2021-12-31,Seneca County,New York,NY,All Residential,-1,129900.0,-0.1267226890756302,86.65966386554622,139900.0,21.0,-0.1923076923076922,-0.16,23.0,5714.0,0.53,3.0,Critical,1.0,12.79,39.0
2021-12-31,Tishomingo County,Mississippi,MS,All Residential,-1,232000.0,-0.5758683729433272,139.0,159900.0,5.0,-0.375,,79.0,6050.0,0.379,3.0,Critical,15.0,8.99,38.0
2021-12-31,Passaic County,New Jersey,NJ,All Residential,-1,443500.0,0.0559523809523809,257.1428571428572,399900.0,522.0,0.228235294117647,-0.1607717041800642,45.0,141860.0,0.685,2.0,High,7.0,9.98,40.0
2021-12-31,Santa Cruz County,California,CA,All Residential,-1,1073250.0,0.0221428571428572,664.2066420664206,959000.0,176.0,-0.1658767772511848,-0.2347826086956521,37.0,47352.0,0.741,3.0,Critical,10.0,9.48,37.0
2021-12-31,Pottawattamie County,Iowa,IA,All Residential,-1,200000.0,0.3605442176870747,121.00102623594503,176500.0,27.0,0.2857142857142858,0.2272727272727272,12.0,23883.0,0.565,3.0,Critical,13.0,9.26,38.0
2021-12-31,St. Charles County,Missouri,MO,All Residential,-1,295000.0,-0.0327868852459016,158.8785046728972,295750.0,535.0,0.0388349514563106,-0.1844512195121951,6.0,100431.0,0.604,2.0,High,39.0,7.75,39.0
2021-12-31,Perry County,Ohio,OH,All Residential,-1,177450.0,-0.2217105263157894,122.93463771745115,180000.0,30.0,0.0,6.5,50.0,8121.0,0.404,3.0,Critical,16.0,8.96,39.0
2021-12-31,Fleming County,Kentucky,KY,All Residential,-1,138750.0,-0.4663461538461538,82.50716725699962,259900.0,4.0,-0.3333333333333333,0.3333333333333332,69.0,3554.0,0.507,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Pike County,Arkansas,AR,All Residential,-1,182500.0,0.3778784446961116,131.10513245033113,637500.0,8.0,0.3333333333333332,1.6666666666666663,103.0,2515.0,0.413,2.0,High,20.0,8.8,38.0
2021-12-31,Richmond County,North Carolina,NC,All Residential,-1,40000.0,-0.813953488372093,,,1.0,0.0,,20.0,12353.0,0.473,3.0,Critical,34.0,8.07,39.0
2021-12-31,Aitkin County,Minnesota,MN,All Residential,-1,248625.0,0.5068181818181818,132.07482993197277,234900.0,32.0,-0.135135135135135,-0.0303030303030302,48.0,2879.0,0.582,3.0,Critical,6.0,9.99,38.0
2021-12-31,Calvert County,Maryland,MD,All Residential,-1,437450.0,0.1145222929936304,180.62827225130889,349900.0,190.0,0.1046511627906976,0.0382513661202186,41.0,10941.0,0.699,2.0,High,12.0,9.32,39.0
2021-12-31,Ionia County,Michigan,MI,All Residential,-1,180000.0,-0.0954773869346733,113.63636363636364,189000.0,61.0,0.2448979591836735,-0.1643835616438356,14.0,19239.0,0.467,3.0,Critical,24.0,8.34,40.0
2021-12-31,Boone County,Arkansas,AR,All Residential,-1,95000.0,-0.2083333333333333,49.16067146282974,65000.0,3.0,-0.7272727272727272,0.0,12.0,9236.0,0.367,2.0,High,20.0,8.8,38.0
2021-12-31,Lawrence County,Alabama,AL,All Residential,-1,189450.0,-0.0781021897810219,102.94893554805448,219900.0,20.0,0.25,0.4285714285714286,37.0,7486.0,0.465,3.0,Critical,40.0,7.45,39.0
2021-12-31,Powhatan County,Virginia,VA,All Residential,-1,351000.0,-0.0303867403314916,197.04433497536945,329950.0,50.0,0.0869565217391303,0.0204081632653061,23.0,4746.0,0.573,3.0,Critical,37.0,7.86,38.0
2021-12-31,Manassas Park,Virginia,VA,All Residential,-1,325000.0,-0.0714285714285713,225.0,389900.0,17.0,-0.1052631578947368,-0.2608695652173913,21.0,,,,,37.0,7.86,38.0
2021-12-31,Washington County,Wisconsin,WI,All Residential,-1,310000.0,0.0156209047544162,160.7733664185277,299900.0,162.0,-0.1818181818181817,-0.0949720670391061,50.0,37574.0,0.57,2.0,High,17.0,8.89,40.0
2021-12-31,Orleans Parish,Louisiana,LA,All Residential,-1,343000.0,0.0395514471889679,209.9342501128216,349500.0,474.0,0.1205673758865248,0.0042372881355932,30.0,85908.0,0.682,2.0,High,19.0,8.82,37.0
2021-12-31,Calhoun County,Illinois,IL,All Residential,-1,187500.0,-0.7580645161290323,100.87950138504156,278500.0,2.0,1.0,-0.5,74.0,1506.0,0.513,2.0,High,9.0,9.52,38.0
2021-12-31,Androscoggin County,Maine,ME,All Residential,-1,250000.0,0.0204081632653061,147.22222222222223,237450.0,127.0,-0.1360544217687075,-0.0661764705882352,8.0,19002.0,0.662,5.0,Extreme,4.0,10.5,45.0
2021-12-31,Van Zandt County,Texas,TX,All Residential,-1,265000.0,-0.0766550522648083,175.0,292450.0,61.0,-0.0757575757575758,29.5,54.0,10146.0,0.371,2.0,High,30.0,8.19,35.0
2021-12-31,Beltrami County,Minnesota,MN,All Residential,-1,206576.0,-0.0824961137019765,114.23866406630913,239900.0,44.0,-0.1851851851851852,-0.1372549019607842,22.0,11173.0,0.658,3.0,Critical,6.0,9.99,38.0
2021-12-31,Los Alamos County,New Mexico,NM,All Residential,-1,425000.0,0.0,222.47497725204727,364000.0,33.0,0.064516129032258,-0.1538461538461538,8.0,2583.0,0.712,3.0,Critical,30.0,8.19,38.0
2021-12-31,Dodge County,Georgia,GA,All Residential,-1,119500.0,0.0368763557483731,63.81417949425178,97000.0,8.0,-0.4285714285714286,1.0,57.0,5218.0,0.349,2.0,High,35.0,7.91,37.0
2021-12-31,Wharton County,Texas,TX,All Residential,-1,225000.0,-0.0999999999999999,137.06140350877192,247450.0,29.0,0.0740740740740741,-0.0645161290322581,59.0,8557.0,0.495,3.0,Critical,30.0,8.19,35.0
2021-12-31,St. Lucie County,Florida,FL,All Residential,-1,330000.0,0.0153846153846153,198.8749172733289,360000.0,821.0,0.1020134228187918,-0.0563218390804597,39.0,72562.0,0.574,2.0,High,45.0,6.97,42.0
2021-12-31,Robertson County,Kentucky,KY,All Residential,-1,250000.0,,92.7299703264095,,1.0,,,31.0,599.0,0.38,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Johnson County,Nebraska,NE,All Residential,-1,150000.0,1.2727272727272727,101.45709660010792,250000.0,7.0,6.0,,19.0,877.0,0.54,3.0,Critical,14.0,9.01,37.0
2021-12-31,Richmond County,Georgia,GA,All Residential,-1,189900.0,0.1868749999999999,110.25814089357648,172500.0,230.0,0.0502283105022831,0.0087719298245614,18.0,49239.0,0.487,2.0,High,35.0,7.91,37.0
2021-12-31,McHenry County,Illinois,IL,All Residential,-1,269500.0,-0.0018333672845793,143.97154240628512,259450.0,519.0,-0.0133079847908744,-0.0862676056338028,14.0,74315.0,0.658,3.0,Critical,9.0,9.52,38.0
2021-12-31,Washita County,Oklahoma,OK,All Residential,-1,159500.0,1.5725806451612905,87.2144241709459,135000.0,12.0,5.0,,68.0,2576.0,0.385,3.0,Critical,44.0,7.13,37.0
2021-12-31,Pasco County,Florida,FL,All Residential,-1,325000.0,0.077943615257048,181.5414443785813,329900.0,1357.0,0.1224152191894127,0.0752773375594295,11.0,120065.0,0.579,3.0,Critical,45.0,6.97,42.0
2021-12-31,Rockdale County,Georgia,GA,All Residential,-1,279500.0,0.0090252707581226,129.59398403284143,265000.0,132.0,-0.0958904109589041,-0.0833333333333333,19.0,18143.0,0.496,2.0,High,35.0,7.91,37.0
2021-12-31,Ocean County,New Jersey,NJ,All Residential,-1,380000.0,-0.0206185567010309,233.13492063492063,359900.0,1213.0,-0.0106035889070146,-0.2239283429302623,43.0,159196.0,0.535,2.0,High,7.0,9.98,40.0
2021-12-31,Montgomery County,Pennsylvania,PA,All Residential,-1,357500.0,-0.0069444444444444,194.33061079120608,339900.0,1039.0,-0.0057416267942583,-0.1224662162162162,24.0,149230.0,0.632,2.0,High,23.0,8.46,41.0
2021-12-31,Screven County,Georgia,GA,All Residential,-1,176950.0,0.1796666666666666,56.67187157571773,159900.0,6.0,-0.1428571428571429,0.1999999999999999,108.0,2604.0,0.476,2.0,High,35.0,7.91,37.0
2021-12-31,Clay County,North Carolina,NC,All Residential,-1,330000.0,-0.0279823269513991,167.15116279069767,330000.0,39.0,0.3928571428571427,0.0263157894736842,64.0,2582.0,0.464,3.0,Critical,34.0,8.07,39.0
2021-12-31,Bibb County,Georgia,GA,All Residential,-1,205000.0,0.123318447080742,100.798782807151,175000.0,113.0,-0.1928571428571428,0.1414141414141414,26.0,36553.0,0.45,2.0,High,35.0,7.91,37.0
2021-12-31,Whatcom County,Washington,WA,All Residential,-1,549975.0,-4.545454545457073e-05,313.6055114040189,525000.0,310.0,-0.0548780487804878,-0.0461538461538461,10.0,36248.0,0.707,3.0,Critical,24.0,8.34,38.0
2021-12-31,Lawrence County,Pennsylvania,PA,All Residential,-1,130425.0,0.0434000000000001,94.76876421531465,111950.0,96.0,0.2467532467532467,0.2972972972972973,50.0,18678.0,0.501,2.0,High,23.0,8.46,41.0
2021-12-31,Wood County,Ohio,OH,All Residential,-1,212500.0,-0.08008658008658,122.22867240923024,220000.0,110.0,-0.1129032258064516,-0.1791044776119402,52.0,31094.0,0.612,3.0,Critical,16.0,8.96,39.0
2021-12-31,Fairbanks North Star Borough,Alaska,AK,All Residential,-1,225000.0,-0.2912269648763584,133.7237123787936,157500.0,31.0,0.2916666666666667,-0.2619047619047618,29.0,26500.0,0.59,3.0,Critical,50.0,5.1,34.0
2021-12-31,George County,Mississippi,MS,All Residential,-1,177000.0,-0.0483870967741935,119.48260073260072,209450.0,28.0,0.3999999999999999,1.0,10.0,7081.0,0.398,3.0,Critical,15.0,8.99,38.0
2021-12-31,Jo Daviess County,Illinois,IL,All Residential,-1,156500.0,-0.296629213483146,112.36637512147716,224000.0,12.0,3.0,0.0909090909090908,38.0,3943.0,0.766,3.0,Critical,9.0,9.52,38.0
2021-12-31,Grundy County,Tennessee,TN,All Residential,-1,255000.0,-0.0957446808510638,144.5578231292517,265000.0,9.0,-0.3076923076923077,0.125,77.0,3913.0,0.301,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Montcalm County,Michigan,MI,All Residential,-1,187050.0,0.076546762589928,128.2608695652174,174950.0,74.0,-0.0749999999999999,-0.119047619047619,14.0,16922.0,0.42,2.0,High,24.0,8.34,40.0
