period_end,county,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_ppsf,median_list_price,homes_sold,homes_sold_mom,homes_sold_yoy,median_dom,daily_cases,percentage_fully_vaccinated,risk_index,risk,cost_of_living_rank,tax_burden,medianage
2021-12-31,Greene County,Ohio,OH,All Residential,-1,224100.0,-0.0256521739130435,126.47554806070826,191450.0,209.0,0.0048076923076922,-0.0094786729857819,31.0,36912.0,0.622,2.0,High,16.0,8.96,39.0
2021-12-31,Polk County,Wisconsin,WI,All Residential,-1,232000.0,-0.0719999999999999,144.49910789252726,275000.0,60.0,-0.0769230769230768,0.0526315789473683,49.0,12086.0,0.502,3.0,Critical,17.0,8.89,40.0
2021-12-31,Prairie County,Arkansas,AR,All Residential,-1,147500.0,0.1799999999999999,89.24971016684307,115000.0,4.0,3.0,,137.0,1939.0,0.425,2.0,High,20.0,8.8,38.0
2021-12-31,Fayette County,Kentucky,KY,All Residential,-1,253000.0,-0.0348226820484648,144.67592592592592,249900.0,417.0,-0.0347222222222222,-0.0650224215246636,15.0,91535.0,0.653,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Snohomish County,Washington,WA,All Residential,-1,675000.0,0.0368663594470046,365.6770456191166,625000.0,1164.0,-0.1371386212008896,-0.1460014673514307,6.0,148222.0,0.695,5.0,Extreme,24.0,8.34,38.0
2021-12-31,Mayes County,Oklahoma,OK,All Residential,-1,170000.0,-0.15,116.49846120167916,225000.0,32.0,-0.0303030303030302,0.1428571428571427,17.0,10072.0,0.427,3.0,Critical,44.0,7.13,37.0
2021-12-31,Oconto County,Wisconsin,WI,All Residential,-1,226250.0,-0.0011037527593819,136.5239475811466,215000.0,50.0,-0.074074074074074,0.0204081632653061,57.0,11294.0,0.526,2.0,High,17.0,8.89,40.0
2021-12-31,Wahkiakum County,Washington,WA,All Residential,-1,380000.0,0.0651716888577436,158.33333333333334,309450.0,1.0,-0.75,-0.75,3.0,535.0,0.484,3.0,Critical,24.0,8.34,38.0
2021-12-31,Clay County,Alabama,AL,All Residential,-1,142500.0,,77.82632441288914,119750.0,7.0,,0.75,62.0,4052.0,0.411,2.0,High,40.0,7.45,39.0
2021-12-31,Lancaster County,Virginia,VA,All Residential,-1,296000.0,-0.0749999999999999,148.71031746031747,482000.0,7.0,0.3999999999999999,2.5,21.0,1749.0,0.713,3.0,Critical,37.0,7.86,38.0
2021-12-31,Chautauqua County,New York,NY,All Residential,-1,130000.0,-0.0129081245254365,88.69179600886916,91950.0,119.0,-0.2272727272727272,-0.2272727272727272,29.0,23212.0,0.583,2.0,High,1.0,12.79,39.0
2021-12-31,Perry County,Tennessee,TN,All Residential,-1,169400.0,0.0594121325828642,130.6497175141243,220000.0,7.0,0.0,1.3333333333333337,33.0,2265.0,0.401,3.0,Critical,49.0,5.74,39.0
2021-12-31,Orangeburg County,South Carolina,SC,All Residential,-1,196250.0,-0.2677238805970149,98.76281333448188,179900.0,12.0,-0.4285714285714286,-0.1428571428571429,68.0,23064.0,0.547,3.0,Critical,40.0,7.45,39.0
2021-12-31,Clinton County,Missouri,MO,All Residential,-1,218000.0,0.0258823529411764,127.7123413165816,174900.0,32.0,0.1428571428571427,0.8823529411764705,19.0,4648.0,0.467,3.0,Critical,39.0,7.75,39.0
2021-12-31,Bourbon County,Kansas,KS,All Residential,-1,106500.0,0.298780487804878,58.76839703156708,80000.0,14.0,-0.3,-0.125,15.0,4347.0,0.363,3.0,Critical,11.0,9.36,37.0
2021-12-31,Grant County,West Virginia,WV,All Residential,-1,135000.0,-0.3748552905765223,80.35714285714286,209000.0,3.0,-0.625,-0.625,90.0,3694.0,0.442,3.0,Critical,18.0,8.84,43.0
2021-12-31,Sharp County,Arkansas,AR,All Residential,-1,155000.0,0.8408551068883608,89.87751126115907,144250.0,24.0,-0.04,0.3333333333333332,35.0,4552.0,0.382,3.0,Critical,20.0,8.8,38.0
2021-12-31,Glascock County,Georgia,GA,All Residential,-1,602500.0,,185.7311049454292,,2.0,,,84.0,606.0,0.326,1.0,Medium,35.0,7.91,37.0
2021-12-31,Sumner County,Tennessee,TN,All Residential,-1,389100.0,-0.0509756097560976,199.6878901373284,374900.0,413.0,0.0122549019607842,0.0122549019607842,32.0,52168.0,0.473,3.0,Critical,49.0,5.74,39.0
2021-12-31,Windsor County,Vermont,VT,All Residential,-1,325000.0,-0.0701001430615164,181.2433368869936,339000.0,123.0,0.0789473684210526,-0.3011363636363636,64.0,7149.0,0.737,2.0,High,3.0,10.75,43.0
2021-12-31,Forsyth County,North Carolina,NC,All Residential,-1,247002.5,-0.0119899999999999,140.12027491408935,235000.0,610.0,0.1553030303030302,-0.024,28.0,90353.0,0.607,3.0,Critical,34.0,8.07,39.0
2021-12-31,Nassau County,New York,NY,All Residential,-1,645000.0,-0.014514896867838,409.0685066535239,669000.0,1285.0,0.109671848013817,-0.2140672782874617,36.0,397356.0,0.799,2.0,High,1.0,12.79,39.0
2021-12-31,Hardeman County,Tennessee,TN,All Residential,-1,192000.0,0.0741258741258741,115.83333333333331,165000.0,13.0,1.1666666666666663,0.8571428571428572,43.0,7257.0,0.455,3.0,Critical,49.0,5.74,39.0
2021-12-31,Adair County,Iowa,IA,All Residential,-1,117000.0,-0.5124999999999998,108.33333333333334,154900.0,6.0,0.1999999999999999,0.5,21.0,1565.0,0.488,3.0,Critical,13.0,9.26,38.0
2021-12-31,Coosa County,Alabama,AL,All Residential,-1,185000.0,3.352941176470588,160.8695652173913,484000.0,1.0,-0.6666666666666667,0.0,17.0,2893.0,0.401,3.0,Critical,40.0,7.45,39.0
2021-12-31,Dooly County,Georgia,GA,All Residential,-1,136500.0,-0.1956393635827932,104.09384742343664,254900.0,2.0,0.0,,60.0,2356.0,0.37,3.0,Critical,35.0,7.91,37.0
2021-12-31,Pinal County,Arizona,AZ,All Residential,-1,378500.0,0.0066489361702126,201.602165949992,388097.5,1160.0,0.187308085977482,0.0603290676416818,32.0,128143.0,0.524,3.0,Critical,30.0,8.19,38.0
2021-12-31,Grainger County,Tennessee,TN,All Residential,-1,339000.0,0.4125,172.99107142857142,234000.0,15.0,1.1428571428571428,0.6666666666666667,86.0,6610.0,0.484,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Trumbull County,Ohio,OH,All Residential,-1,138250.0,0.0513307984790873,90.25270758122744,129900.0,232.0,0.0545454545454544,0.1047619047619048,36.0,41087.0,0.54,2.0,High,16.0,8.96,39.0
2021-12-31,Henry County,Ohio,OH,All Residential,-1,163500.0,-0.0710227272727272,109.14509182317434,169900.0,28.0,0.5555555555555555,0.5555555555555555,47.0,6382.0,0.535,2.0,High,16.0,8.96,39.0
2021-12-31,Nassau County,Florida,FL,All Residential,-1,376750.0,-0.0339743589743589,196.328297460794,439995.0,151.0,0.3853211009174311,1.0405405405405403,30.0,21472.0,0.568,2.0,High,45.0,6.97,42.0
2021-12-31,Hampshire County,Massachusetts,MA,All Residential,-1,330000.0,-0.0857459481922704,201.5945330296128,357450.0,131.0,-0.1602564102564102,64.5,21.0,26204.0,0.658,3.0,Critical,21.0,8.77,40.0
2021-12-31,Petersburg,Virginia,VA,All Residential,-1,163075.0,0.1246551724137932,118.32010582010582,90000.0,56.0,0.1428571428571427,0.2173913043478261,24.0,,,,,37.0,7.86,38.0
2021-12-31,Union County,Ohio,OH,All Residential,-1,367500.0,-0.0064882400648823,157.50766136715566,349900.0,82.0,-0.0120481927710843,-0.1368421052631578,43.0,15425.0,0.614,3.0,Critical,16.0,8.96,39.0
2021-12-31,Buchanan County,Missouri,MO,All Residential,-1,120000.0,-0.2727272727272727,87.35211596913724,137400.0,122.0,0.1844660194174756,0.2323232323232322,30.0,16925.0,0.379,4.0,Unknown,39.0,7.75,39.0
2021-12-31,Erath County,Texas,TX,All Residential,-1,319000.0,0.4052863436123348,159.10430170889805,222000.0,41.0,-0.1632653061224489,-0.2931034482758621,46.0,8433.0,0.374,3.0,Critical,30.0,8.19,35.0
2021-12-31,Fayette County,Pennsylvania,PA,All Residential,-1,147500.0,-0.1057896332221885,104.98497409922685,105000.0,81.0,0.0384615384615385,0.6200000000000001,58.0,30388.0,0.531,3.0,Critical,23.0,8.46,41.0
2021-12-31,Jackson County,Wisconsin,WI,All Residential,-1,172000.0,0.0424242424242424,116.12089344689728,172450.0,14.0,-0.4615384615384615,-0.3333333333333333,74.0,5588.0,0.494,3.0,Critical,17.0,8.89,40.0
2021-12-31,Rusk County,Wisconsin,WI,All Residential,-1,122500.0,-0.2640432562331029,104.16666666666669,65900.0,18.0,-0.1818181818181817,0.1999999999999999,61.0,3385.0,0.408,2.0,High,17.0,8.89,40.0
2021-12-31,Eureka County,Nevada,NV,All Residential,-1,275000.0,,101.85185185185183,,1.0,,,69.0,300.0,0.271,2.0,High,29.0,8.23,38.0
2021-12-31,Vernon County,Missouri,MO,All Residential,-1,127500.0,0.186046511627907,87.20930232558139,72250.0,29.0,-0.1212121212121212,0.4499999999999999,13.0,4992.0,0.345,3.0,Critical,39.0,7.75,39.0
2021-12-31,Gilmer County,Georgia,GA,All Residential,-1,432709.0,0.1417124010554089,201.12020502645504,449900.0,90.0,-0.1262135922330097,-0.150943396226415,33.0,6729.0,0.404,3.0,Critical,35.0,7.91,37.0
2021-12-31,Niagara County,New York,NY,All Residential,-1,170000.0,0.046475838719606,123.29700272479565,134900.0,265.0,0.1622807017543859,-0.0148698884758364,15.0,46995.0,0.657,2.0,High,1.0,12.79,39.0
2021-12-31,Georgetown County,South Carolina,SC,All Residential,-1,340250.0,-0.0718767048554282,212.82476506357105,319900.0,170.0,0.0759493670886075,0.1971830985915492,65.0,15658.0,0.538,3.0,Critical,40.0,7.45,39.0
2021-12-31,Ashland County,Wisconsin,WI,All Residential,-1,95000.0,-0.2607003891050583,80.50362952824796,174900.0,20.0,-0.1666666666666666,0.3333333333333332,68.0,3190.0,0.701,3.0,Critical,17.0,8.89,40.0
2021-12-31,Bradley County,Arkansas,AR,All Residential,-1,80000.0,-0.2626728110599078,60.33182503770738,136450.0,5.0,-0.375,1.5,118.0,2964.0,0.559,3.0,Critical,20.0,8.8,38.0
2021-12-31,San Luis Obispo County,California,CA,All Residential,-1,797000.0,0.0556291390728476,463.66782006920414,779000.0,272.0,-0.1681957186544342,-0.2804232804232804,20.0,54414.0,0.633,3.0,Critical,10.0,9.48,37.0
2021-12-31,Madison County,Kentucky,KY,All Residential,-1,236450.0,0.028490648107873,129.80769230769232,230000.0,156.0,0.1555555555555554,0.0758620689655171,23.0,27032.0,0.465,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Latimer County,Oklahoma,OK,All Residential,-1,184000.0,0.3285198555956678,115.74074074074076,425000.0,5.0,1.5,4.0,40.0,2258.0,0.337,3.0,Critical,44.0,7.13,37.0
2021-12-31,McLeod County,Minnesota,MN,All Residential,-1,226000.0,0.036697247706422,129.5296838858905,223750.0,37.0,-0.1395348837209302,-0.097560975609756,18.0,10314.0,0.572,3.0,Critical,6.0,9.99,38.0
2021-12-31,Jackson County,Indiana,IN,All Residential,-1,162125.0,0.0196540880503144,104.47266421868623,189900.0,48.0,-0.0588235294117647,23.0,17.0,12377.0,0.523,3.0,Critical,33.0,8.15,38.0
2021-12-31,Harris County,Texas,TX,All Residential,-1,303160.0,0.012643006263048,145.87563451776649,298000.0,5393.0,0.0956928078017065,-0.0417555081734186,20.0,969115.0,0.624,2.0,High,30.0,8.19,35.0
2021-12-31,Los Angeles County,California,CA,All Residential,-1,835000.0,0.0245398773006135,551.3439007580979,780000.0,6803.0,0.0456501690747002,-0.0469319137013168,35.0,2783657.0,0.719,3.0,Critical,10.0,9.48,37.0
2021-12-31,Warren County,Missouri,MO,All Residential,-1,296700.0,0.1591654946085325,169.50245269796778,245000.0,74.0,0.1384615384615384,0.2542372881355932,16.0,8029.0,0.412,2.0,High,39.0,7.75,39.0
2021-12-31,Monroe County,Florida,FL,All Residential,-1,816500.0,0.0535483870967741,639.2992424242424,849000.0,214.0,0.014218009478673,-0.1673151750972762,62.0,17757.0,0.773,2.0,High,45.0,6.97,42.0
2021-12-31,Conejos County,Colorado,CO,All Residential,-1,317500.0,,225.752508361204,89900.0,5.0,,0.6666666666666667,110.0,1657.0,0.487,3.0,Critical,26.0,8.31,37.0
2021-12-31,Pickett County,Tennessee,TN,All Residential,-1,30000.0,,30.0,365000.0,3.0,,,18.0,1734.0,0.434,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Benewah County,Idaho,ID,All Residential,-1,327500.0,-0.0045592705167173,205.18407212622088,354000.0,14.0,0.5555555555555555,0.0769230769230768,10.0,1983.0,0.502,3.0,Critical,36.0,7.88,36.0
2021-12-31,Waldo County,Maine,ME,All Residential,-1,293250.0,0.0112068965517242,184.5589342164685,276449.5,50.0,-0.0566037735849056,-0.1525423728813559,11.0,4652.0,0.679,3.0,Critical,4.0,10.5,45.0
2021-12-31,Burnet County,Texas,TX,All Residential,-1,612500.0,0.4310747663551401,263.272410791993,467500.0,70.0,0.2280701754385965,0.5909090909090908,64.0,10604.0,0.53,2.0,High,30.0,8.19,35.0
2021-12-31,Swain County,North Carolina,NC,All Residential,-1,273750.0,-0.2796052631578946,251.66666666666663,372500.0,6.0,-0.1428571428571429,,113.0,3304.0,0.564,3.0,Critical,34.0,8.07,39.0
2021-12-31,Dillon County,South Carolina,SC,All Residential,-1,85000.0,,68.1635926222935,129000.0,1.0,,0.0,40.0,9632.0,0.438,3.0,Critical,40.0,7.45,39.0
2021-12-31,Caledonia County,Vermont,VT,All Residential,-1,225000.0,0.0404624277456646,148.77430262045647,245000.0,39.0,0.1470588235294116,-0.25,98.0,4443.0,0.705,2.0,High,3.0,10.75,43.0
2021-12-31,De Witt County,Illinois,IL,All Residential,-1,111450.0,-0.2039285714285714,81.01851851851853,96200.0,16.0,-0.2380952380952381,,44.0,4281.0,0.521,3.0,Critical,9.0,9.52,38.0
2021-12-31,Vilas County,Wisconsin,WI,All Residential,-1,435000.0,0.102661596958175,244.5193929173693,,1.0,-0.5,-0.75,3.0,5143.0,0.65,3.0,Critical,17.0,8.89,40.0
2021-12-31,Chatham County,North Carolina,NC,All Residential,-1,536000.0,-0.0579964850615114,207.01459848098773,635143.0,121.0,-0.1037037037037037,0.0521739130434781,38.0,12304.0,0.584,3.0,Critical,34.0,8.07,39.0
2021-12-31,Carver County,Minnesota,MN,All Residential,-1,454310.0,0.0209328194698816,186.74136321195144,434900.0,153.0,-0.1404494382022472,0.0268456375838925,17.0,26003.0,0.665,3.0,Critical,6.0,9.99,38.0
2021-12-31,Cache County,Utah,UT,All Residential,-1,429000.0,-0.0023255813953488,197.07792207792207,449900.0,87.0,-0.2162162162162162,-0.3785714285714285,10.0,36733.0,0.574,3.0,Critical,27.0,8.29,31.0
2021-12-31,Hidalgo County,Texas,TX,All Residential,-1,205500.0,0.0326633165829146,116.90647482014388,202450.0,394.0,0.155425219941349,-0.0551558752997601,29.0,189794.0,0.699,3.0,Critical,30.0,8.19,35.0
2021-12-31,Gratiot County,Michigan,MI,All Residential,-1,136500.0,-0.2266288951841359,87.58503401360542,279900.0,20.0,0.1111111111111111,0.25,30.0,13385.0,0.455,3.0,Critical,24.0,8.34,40.0
2021-12-31,Orange County,Florida,FL,All Residential,-1,364100.0,0.022752808988764,202.9831116229462,361144.5,1973.0,0.0395152792413067,-0.0600285850404954,12.0,369422.0,0.681,3.0,Critical,45.0,6.97,42.0
2021-12-31,Atoka County,Oklahoma,OK,All Residential,-1,240000.0,-0.4945596719692271,170.94017094017093,742000.0,3.0,0.5,0.0,149.0,3732.0,0.353,3.0,Critical,44.0,7.13,37.0
2021-12-31,Kodiak Island Borough,Alaska,AK,All Residential,-1,310000.0,-0.2530120481927711,251.75644028103045,485000.0,3.0,-0.5714285714285714,-0.5714285714285714,18.0,4721.0,0.641,5.0,Extreme,50.0,5.1,34.0
2021-12-31,Deschutes County,Oregon,OR,All Residential,-1,614995.0,-0.031503937007874,342.663612565445,669000.0,422.0,-0.1474747474747474,-0.1593625498007967,25.0,44760.0,0.682,3.0,Critical,27.0,8.29,39.0
2021-12-31,Middlesex County,New Jersey,NJ,All Residential,-1,400000.0,-0.024390243902439,255.3998924056308,399000.0,903.0,0.0284738041002277,-0.1560747663551401,32.0,187560.0,0.722,2.0,High,7.0,9.98,40.0
2021-12-31,Okanogan County,Washington,WA,All Residential,-1,280750.0,-0.1862318840579709,184.3357985696493,325000.0,38.0,-0.3559322033898305,-0.2692307692307692,45.0,8123.0,0.667,5.0,Extreme,24.0,8.34,38.0
2021-12-31,Caribou County,Idaho,ID,All Residential,-1,165450.0,-0.1929268292682926,98.51748200098906,335000.0,2.0,-0.5999999999999999,0.0,57.0,1473.0,0.396,3.0,Critical,36.0,7.88,36.0
2021-12-31,Saline County,Arkansas,AR,All Residential,-1,235000.0,-0.0208333333333333,127.61069677751948,237000.0,190.0,0.0160427807486631,-0.0821256038647343,28.0,30228.0,0.496,3.0,Critical,20.0,8.8,38.0
2021-12-31,Greene County,Arkansas,AR,All Residential,-1,162500.0,0.0223340673167662,103.125,189900.0,37.0,-0.3148148148148147,0.0,36.0,15575.0,0.424,3.0,Critical,20.0,8.8,38.0
2021-12-31,Okaloosa County,Florida,FL,All Residential,-1,327832.5,-0.0439413823272091,189.57082799307,339950.0,613.0,0.0946428571428572,0.1145454545454545,14.0,50834.0,0.63,3.0,Critical,45.0,6.97,42.0
2021-12-31,Dyer County,Tennessee,TN,All Residential,-1,145000.0,-0.4727272727272727,98.4375,62375.0,2.0,-0.7142857142857143,,31.0,12401.0,0.393,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Douglas County,Nevada,NV,All Residential,-1,695000.0,0.0411985018726592,349.05660377358487,592000.0,103.0,0.2261904761904762,0.0,60.0,7857.0,0.506,3.0,Critical,29.0,8.23,38.0
2021-12-31,Meigs County,Ohio,OH,All Residential,-1,60000.0,-0.6065573770491803,58.53658536585366,105000.0,1.0,-0.6666666666666667,,147.0,4484.0,0.461,3.0,Critical,16.0,8.96,39.0
2021-12-31,Mitchell County,North Carolina,NC,All Residential,-1,195000.0,-0.2641509433962264,145.75206855791964,325450.0,21.0,-0.0869565217391304,0.1052631578947369,55.0,3166.0,0.476,3.0,Critical,34.0,8.07,39.0
2021-12-31,White County,Tennessee,TN,All Residential,-1,233700.0,0.1685,160.57256235827666,275000.0,14.0,0.2727272727272727,6.0,82.0,8077.0,0.419,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Tuscarawas County,Ohio,OH,All Residential,-1,144950.0,-0.1225786924939467,113.06980056980056,165000.0,90.0,-0.1818181818181817,89.0,61.0,20385.0,0.438,2.0,High,16.0,8.96,39.0
2021-12-31,Stanislaus County,California,CA,All Residential,-1,440000.0,0.0334703464474457,274.423710208562,429975.0,510.0,0.02,0.0220440881763526,13.0,133823.0,0.557,3.0,Critical,10.0,9.48,37.0
2021-12-31,Freeborn County,Minnesota,MN,All Residential,-1,149000.0,0.075812274368231,90.49479166666664,106970.0,40.0,0.0,-0.0697674418604651,35.0,8813.0,0.567,3.0,Critical,6.0,9.99,38.0
2021-12-31,Kent County,Michigan,MI,All Residential,-1,260000.0,-0.0186827703340253,167.41194625998548,245000.0,748.0,-0.1698113207547169,-0.143184421534937,7.0,163510.0,0.604,2.0,High,24.0,8.34,40.0
2021-12-31,Marshall County,Alabama,AL,All Residential,-1,232950.0,0.0588636363636363,118.3726726892145,229900.0,110.0,0.1458333333333332,0.0280373831775699,49.0,27011.0,0.449,2.0,High,40.0,7.45,39.0
2021-12-31,Indiana County,Pennsylvania,PA,All Residential,-1,134000.0,-0.0512401141343982,94.5273631840796,115000.0,54.0,0.1020408163265305,0.1020408163265305,58.0,17046.0,0.431,3.0,Critical,23.0,8.46,41.0
2021-12-31,Cattaraugus County,New York,NY,All Residential,-1,133565.0,-0.2189181286549707,83.77144732821907,144900.0,76.0,-0.0617283950617284,-0.1999999999999999,30.0,15053.0,0.556,2.0,High,1.0,12.79,39.0
2021-12-31,Rutherford County,Tennessee,TN,All Residential,-1,380000.0,0.0271797159037154,194.77520160989903,374900.0,683.0,0.0507692307692306,-0.095364238410596,13.0,93990.0,0.532,3.0,Critical,49.0,5.74,39.0
2021-12-31,Anderson County,Tennessee,TN,All Residential,-1,266230.0,0.0226046207916419,151.8014705882353,254950.0,116.0,-0.0793650793650794,0.1485148514851484,49.0,21413.0,0.551,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Madison County,Illinois,IL,All Residential,-1,156000.0,-0.0545454545454545,95.96344249809596,139900.0,370.0,0.0724637681159421,0.0511363636363635,42.0,69286.0,0.61,3.0,Critical,9.0,9.52,38.0
2021-12-31,Perry County,Missouri,MO,All Residential,-1,159050.0,0.1083623693379791,123.603939249109,144500.0,14.0,-0.125,0.0,44.0,4805.0,0.391,3.0,Critical,39.0,7.75,39.0
2021-12-31,Ralls County,Missouri,MO,All Residential,-1,189000.0,-0.0130548302872062,104.99209597568748,279900.0,8.0,-0.1999999999999999,,37.0,2398.0,0.28,3.0,Critical,39.0,7.75,39.0
2021-12-31,Vance County,North Carolina,NC,All Residential,-1,249990.0,0.0298673477795172,113.82120582120582,259900.0,39.0,0.1818181818181818,2.0,39.0,11656.0,0.562,3.0,Critical,34.0,8.07,39.0
2021-12-31,Stark County,Ohio,OH,All Residential,-1,175000.0,-0.0384615384615384,117.03239289446186,150000.0,476.0,0.0507726269315673,0.0530973451327434,24.0,79254.0,0.54,1.0,Medium,16.0,8.96,39.0
2021-12-31,Holmes County,Mississippi,MS,All Residential,-1,35025.0,,40.397923875432525,126079.0,1.0,,,5.0,4397.0,0.576,3.0,Critical,15.0,8.99,38.0
2021-12-31,Caddo County,Oklahoma,OK,All Residential,-1,170000.0,0.6999999999999998,94.48655072075252,95000.0,6.0,-0.5384615384615384,-0.5714285714285714,48.0,8096.0,0.647,3.0,Critical,44.0,7.13,37.0
2021-12-31,Kit Carson County,Colorado,CO,All Residential,-1,277000.0,-0.0103608431582707,93.7749697626436,336500.0,6.0,-0.1428571428571429,2.0,25.0,1562.0,0.379,3.0,Critical,26.0,8.31,37.0
2021-12-31,Darlington County,South Carolina,SC,All Residential,-1,248700.0,2.916535433070865,126.71010432625668,,2.0,1.0,,55.0,18724.0,0.48,3.0,Critical,40.0,7.45,39.0
2021-12-31,Pulaski County,Missouri,MO,All Residential,-1,170000.0,-0.0758358249524326,93.72710622710623,170000.0,97.0,0.0777777777777777,0.2124999999999999,36.0,8713.0,0.501,2.0,High,39.0,7.75,39.0
2021-12-31,Hillsdale County,Michigan,MI,All Residential,-1,185000.0,0.1472868217054264,104.21039578111947,180000.0,42.0,-0.2758620689655172,-0.0869565217391304,54.0,10203.0,0.38,2.0,High,24.0,8.34,40.0
2021-12-31,Waupaca County,Wisconsin,WI,All Residential,-1,172500.0,-0.0599455040871934,105.74394780523473,193950.0,66.0,0.1,0.1578947368421053,58.0,13450.0,0.537,3.0,Critical,17.0,8.89,40.0
2021-12-31,Bollinger County,Missouri,MO,All Residential,-1,171000.0,0.2676056338028169,74.65057179161374,65000.0,5.0,-0.2857142857142857,0.0,30.0,2439.0,0.326,3.0,Critical,39.0,7.75,39.0
2021-12-31,Moore County,North Carolina,NC,All Residential,-1,319065.0,0.4172792892837313,139.27956502038967,322990.0,13.0,5.5,1.6,28.0,23622.0,0.573,3.0,Critical,34.0,8.07,39.0
2021-12-31,Jackson County,Texas,TX,All Residential,-1,347000.0,0.4224226275876203,220.5952380952381,227500.0,6.0,-0.25,,59.0,3099.0,0.445,2.0,High,30.0,8.19,35.0
2021-12-31,Madison County,Tennessee,TN,All Residential,-1,105800.0,-0.6587096774193548,70.98958333333333,229900.0,2.0,-0.3333333333333333,0.0,17.0,28750.0,0.536,3.0,Critical,49.0,5.74,39.0
2021-12-31,Jackson County,Mississippi,MS,All Residential,-1,192612.5,0.0191137566137566,115.39998128405762,226000.0,204.0,0.1791907514450867,0.1724137931034481,14.0,36545.0,0.467,3.0,Critical,15.0,8.99,38.0
2021-12-31,Montgomery County,Texas,TX,All Residential,-1,328955.0,-0.017751567632129,157.6960648079709,314425.0,1342.0,0.2166817769718947,-0.0232896652110625,21.0,134511.0,0.536,3.0,Critical,30.0,8.19,35.0
2021-12-31,Morris County,Texas,TX,All Residential,-1,115000.0,-0.4102564102564102,93.95424836601308,500000.0,5.0,1.5,,121.0,2461.0,0.421,3.0,Critical,30.0,8.19,35.0
2021-12-31,Susquehanna County,Pennsylvania,PA,All Residential,-1,115000.0,-0.4430992736077481,75.35986452159187,120000.0,21.0,-0.0454545454545454,-0.0454545454545454,15.0,7558.0,0.408,3.0,Critical,23.0,8.46,41.0
2021-12-31,Monroe County,Georgia,GA,All Residential,-1,316684.5,0.0556149999999999,134.69577333952626,575000.0,36.0,0.2413793103448276,0.2857142857142858,63.0,5798.0,0.416,2.0,High,35.0,7.91,37.0
2021-12-31,Warren County,Tennessee,TN,All Residential,-1,283500.0,0.1812499999999999,152.67175572519085,232450.0,49.0,-0.0754716981132075,0.0208333333333332,51.0,12768.0,0.407,5.0,Extreme,49.0,5.74,39.0
2021-12-31,Garland County,Arkansas,AR,All Residential,-1,229000.0,0.0956937799043062,125.33261612807568,201950.0,171.0,0.0555555555555555,0.0178571428571427,29.0,22426.0,0.448,3.0,Critical,20.0,8.8,38.0
2021-12-31,Jefferson County,Kentucky,KY,All Residential,-1,232000.0,0.0086956521739129,137.61467889908258,210000.0,1137.0,0.0289592760180994,-0.0331632653061224,24.0,221601.0,0.629,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Bourbon County,Kentucky,KY,All Residential,-1,137000.0,-0.0740114903683677,94.0846996940218,202450.0,25.0,0.0416666666666667,0.6666666666666667,17.0,5786.0,0.572,5.0,Extreme,22.0,8.58,39.0
2021-12-31,Washington County,Mississippi,MS,All Residential,-1,30501.0,,20.608783783783785,32417.5,1.0,,,2.0,10083.0,0.495,3.0,Critical,15.0,8.99,38.0
2021-12-31,Spalding County,Georgia,GA,All Residential,-1,240000.0,0.0666666666666666,137.7410468319559,225500.0,109.0,0.0686274509803921,0.09,21.0,15640.0,0.397,2.0,High,35.0,7.91,37.0
2021-12-31,Haskell County,Oklahoma,OK,All Residential,-1,245000.0,0.8215613382899629,187.72070024570024,154950.0,5.0,-0.375,-0.2857142857142857,32.0,2751.0,0.405,3.0,Critical,44.0,7.13,37.0
2021-12-31,Langlade County,Wisconsin,WI,All Residential,-1,114950.0,-0.5535055350553506,92.14285714285714,239900.0,10.0,0.25,0.0,65.0,5152.0,0.532,2.0,High,17.0,8.89,40.0
2021-12-31,Marion County,Florida,FL,All Residential,-1,249900.0,0.02,152.6153846153846,265000.0,809.0,0.067282321899736,41.578947368421055,14.0,82209.0,0.56,3.0,Critical,45.0,6.97,42.0
2021-12-31,Hughes County,Oklahoma,OK,All Residential,-1,145000.0,1.4166666666666663,83.59430525941718,129900.0,6.0,-0.1428571428571429,-0.25,15.0,2507.0,0.45,2.0,High,44.0,7.13,37.0
2021-12-31,Warren County,Ohio,OH,All Residential,-1,325000.0,0.0,149.5073106078932,291100.0,342.0,-0.0338983050847457,-0.0256410256410256,42.0,56983.0,0.633,2.0,High,16.0,8.96,39.0
2021-12-31,Albany County,New York,NY,All Residential,-1,260000.0,-0.0225563909774436,154.2207792207792,279000.0,304.0,-0.0815709969788519,-0.1761517615176151,20.0,57686.0,0.736,2.0,High,1.0,12.79,39.0
2021-12-31,Mineral County,West Virginia,WV,All Residential,-1,166000.0,0.1938151743976985,112.76041666666669,147450.0,21.0,-0.2758620689655172,-0.2758620689655172,77.0,7686.0,0.504,3.0,Critical,18.0,8.84,43.0
