period_end,county,state,state_code,median_ppsf,tax_burden,medianage,cost_of_living_rank,elementary_school_rating,middle_school_rating,high_school_rating,daily_cases,percentage_fully_vaccinated,risk_index,risk
2023-12-31,Scott County,Minnesota,MN,171.2677459716797,9.99,38.0,6.0,1,2,7,40234.0,69.6,1.0,Medium
2023-12-31,Bibb County,Alabama,AL,78.2469711303711,7.45,39.0,40.0,2,4,8,6419.0,34.7,2.0,High
2023-12-31,Lancaster County,South Carolina,SC,171.74351501464844,7.45,39.0,40.0,3,4,6,25060.0,45.7,1.0,Medium
2023-12-31,Chisago County,Minnesota,MN,182.607421875,9.99,38.0,6.0,4,9,2,14529.0,57.3,1.0,Medium
2023-12-31,Essex County,New Jersey,NJ,271.5866024946671,9.98,40.0,7.0,4,4,7,214304.0,72.3,2.0,High
2023-12-31,Manassas Park,Virginia,VA,219.0908203125,7.86,38.0,37.0,8,8,1,,,,
2023-12-31,Miller County,Arkansas,AR,111.482421875,8.8,38.0,20.0,2,10,10,9553.0,31.4,1.0,Medium
2023-12-31,Sussex County,New Jersey,NJ,203.7379776670806,9.98,40.0,7.0,5,1,8,34133.0,62.8,2.0,High
2023-12-31,Fayette County,Kentucky,KY,146.32158987862724,8.58,39.0,22.0,3,5,2,94706.0,66.5,1.0,Medium
2023-12-31,Somerset County,Maine,ME,117.41837783813476,10.5,45.0,4.0,9,4,2,9767.0,60.6,3.0,Critical
2023-12-31,Rock County,Minnesota,MN,88.12568664550781,9.99,38.0,6.0,1,3,3,2331.0,53.900000000000006,1.0,Medium
2023-12-31,Wyandot County,Ohio,OH,95.24828660080856,8.96,39.0,16.0,2,1,8,5416.0,47.6,2.0,High
2023-12-31,Bee County,Texas,TX,53.77981372454698,8.19,35.0,30.0,6,5,3,8303.0,50.4,1.0,Medium
2023-12-31,Cherokee County,Alabama,AL,102.46638076849013,7.45,39.0,40.0,6,1,2,5117.0,30.7,2.0,High
2023-12-31,Jasper County,Iowa,IA,122.1217269897461,9.26,38.0,13.0,3,5,5,8644.0,58.5,1.0,Medium
2023-12-31,Waller County,Texas,TX,157.1533203125,8.19,35.0,30.0,5,9,6,9596.0,41.8,1.0,Medium
2023-12-31,Cowlitz County,Washington,WA,240.0103759765625,8.34,38.0,24.0,2,6,3,22922.0,58.9,1.0,Medium
2023-12-31,Vinton County,Ohio,OH,161.6650390625,8.96,39.0,16.0,5,9,2,2904.0,39.8,1.0,Medium
2023-12-31,Ware County,Georgia,GA,58.329903602373946,7.91,37.0,35.0,10,3,4,10116.0,38.4,1.0,Medium
2023-12-31,Allegan County,Michigan,MI,178.29476928710938,8.34,40.0,24.0,1,5,3,27094.0,52.1,1.0,Medium
2023-12-31,Meeker County,Minnesota,MN,126.08121381487165,9.99,38.0,6.0,4,2,2,5931.0,48.1,1.0,Medium
2023-12-31,Wake County,North Carolina,NC,200.7047882080078,8.07,39.0,34.0,7,2,7,290323.0,73.4,1.0,Medium
2023-12-31,Charlotte County,Florida,FL,211.6402130126953,6.97,42.0,45.0,5,6,1,35842.0,65.2,1.0,Medium
2023-12-31,Richmond County,North Carolina,NC,140.4046800452623,8.07,39.0,34.0,8,7,8,12746.0,48.0,0.0,Low
2023-12-31,Newton County,Georgia,GA,142.60923768678748,7.91,37.0,35.0,6,4,6,24619.0,42.1,1.0,Medium
2023-12-31,Canyon County,Idaho,ID,242.314208984375,7.88,36.0,36.0,10,3,8,61438.0,46.400000000000006,1.0,Medium
2023-12-31,Johnson County,Kansas,KS,167.1123046875,9.36,37.0,11.0,7,5,9,145781.0,75.2,2.0,High
2023-12-31,Bell County,Texas,TX,129.61884928900076,8.19,35.0,30.0,9,5,5,66927.0,60.9,1.0,Medium
2023-12-31,Jackson County,Arkansas,AR,49.76927754122448,8.8,38.0,20.0,10,3,4,6107.0,38.9,2.0,High
2023-12-31,Lebanon County,Pennsylvania,PA,127.7901978302002,8.46,41.0,23.0,7,1,1,36594.0,52.2,1.0,Medium
2023-12-31,Uintah County,Utah,UT,136.99243942260742,8.29,31.0,27.0,7,7,3,8030.0,43.3,2.0,High
2023-12-31,Pickens County,Georgia,GA,169.47024536132812,7.91,37.0,35.0,7,9,1,8354.0,41.6,2.0,High
2023-12-31,Champaign County,Ohio,OH,106.6666180746896,8.96,39.0,16.0,3,6,10,8728.0,45.7,2.0,High
2023-12-31,Jefferson County,Missouri,MO,145.73883056640625,7.75,39.0,39.0,7,8,2,53990.0,44.7,4.0,Unknown
2023-12-31,Plymouth County,Massachusetts,MA,299.40118408203125,8.77,40.0,21.0,5,5,1,116234.0,69.89999999999999,2.0,High
2023-12-31,Fairfax County,Virginia,VA,306.4789428710937,7.86,38.0,37.0,8,2,7,178336.0,79.7,2.0,High
2023-12-31,Bolivar County,Mississippi,MS,27.044845668938105,8.99,38.0,15.0,3,4,1,9285.0,58.9,1.0,Medium
2023-12-31,Waldo County,Maine,ME,177.83686935424805,10.5,45.0,4.0,9,3,8,6084.0,68.8,2.0,High
2023-12-31,Nacogdoches County,Texas,TX,162.6943817138672,8.19,35.0,30.0,9,10,4,12290.0,47.5,1.0,Medium
2023-12-31,Whitfield County,Georgia,GA,147.87034795131694,7.91,37.0,35.0,8,1,8,34105.0,43.3,1.0,Medium
2023-12-31,Wood County,Texas,TX,155.53153378966454,8.19,35.0,30.0,6,4,5,8004.0,43.0,2.0,High
2023-12-31,Pointe Coupee Parish,Louisiana,LA,133.6866734420655,8.82,37.0,19.0,2,6,5,6271.0,55.400000000000006,1.0,Medium
2023-12-31,Gooding County,Idaho,ID,151.5443115234375,7.88,36.0,36.0,6,1,5,3287.0,44.2,2.0,High
2023-12-31,Hunt County,Texas,TX,152.47265625,8.19,35.0,30.0,6,2,7,15756.0,42.8,1.0,Medium
2023-12-31,Lowndes County,Mississippi,MS,86.54839832305908,8.99,38.0,15.0,4,2,3,17493.0,51.0,2.0,High
2023-12-31,Washington County,Illinois,IL,91.4067352375896,9.52,38.0,9.0,1,7,7,3432.0,58.6,1.0,Medium
2023-12-31,Pawnee County,Nebraska,NE,58.3185359954834,9.01,37.0,14.0,10,4,3,415.0,43.3,1.0,Medium
2023-12-31,Wheeler County,Georgia,GA,48.3137264000942,7.91,37.0,35.0,1,3,8,1413.0,26.5,1.0,Medium
2023-12-31,Coosa County,Alabama,AL,95.09854125976562,7.45,39.0,40.0,4,7,3,2963.0,40.6,2.0,High
2023-12-31,Bay County,Michigan,MI,101.98227122094067,8.34,40.0,24.0,2,2,2,27034.0,57.2,1.0,Medium
2023-12-31,Goodhue County,Minnesota,MN,149.287109375,9.99,38.0,6.0,5,1,7,13152.0,66.5,2.0,High
2023-12-31,Hill County,Texas,TX,131.35542738221557,8.19,35.0,30.0,1,6,1,8922.0,41.1,1.0,Medium
2023-12-31,Bell County,Kentucky,KY,85.9129064313056,8.58,39.0,22.0,10,1,2,8854.0,45.8,1.0,Medium
2023-12-31,Los Alamos County,New Mexico,NM,222.4749755859375,8.19,38.0,30.0,1,2,6,2751.0,71.89999999999999,2.0,High
2023-12-31,Marion County,Iowa,IA,156.81016036987305,9.26,38.0,13.0,8,10,9,7566.0,53.0,2.0,High
2023-12-31,Kittitas County,Washington,WA,282.5907592773437,8.34,38.0,24.0,6,6,9,8436.0,53.900000000000006,2.0,High
2023-12-31,Madison County,Tennessee,TN,74.65801039196197,5.74,39.0,49.0,6,4,6,29988.0,54.50000000000001,2.0,High
2023-12-31,Burt County,Nebraska,NE,87.27477264404297,9.01,37.0,14.0,10,2,1,1346.0,58.6,2.0,High
2023-12-31,Union County,Georgia,GA,174.1521715436663,7.91,37.0,35.0,4,7,1,4874.0,45.5,0.0,Low
2023-12-31,Genesee County,New York,NY,105.89256340026856,12.79,39.0,1.0,6,10,1,13752.0,59.9,2.0,High
2023-12-31,Amador County,California,CA,272.171875,9.48,37.0,10.0,6,2,3,9136.0,52.3,0.0,Low
2023-12-31,Grady County,Georgia,GA,114.46256414980236,7.91,37.0,35.0,2,5,3,5782.0,44.0,1.0,Medium
2023-12-31,Jack County,Texas,TX,95.04203365317244,8.19,35.0,30.0,1,7,3,1508.0,41.2,1.0,Medium
2023-12-31,Chautauqua County,New York,NY,88.4177017211914,12.79,39.0,1.0,10,8,8,23629.0,59.2,1.0,Medium
2023-12-31,Kendall County,Illinois,IL,149.68710327148438,9.52,38.0,9.0,2,9,1,31139.0,68.7,2.0,High
2023-12-31,Cherokee County,Georgia,GA,176.2658233642578,7.91,37.0,35.0,1,9,8,63336.0,49.5,1.0,Medium
2023-12-31,Telfair County,Georgia,GA,64.66719963746891,7.91,37.0,35.0,10,7,2,3077.0,29.1,2.0,High
2023-12-31,Habersham County,Georgia,GA,143.67088317871094,7.91,37.0,35.0,6,1,9,10168.0,40.1,1.0,Medium
2023-12-31,Delaware County,Oklahoma,OK,144.43497341185866,7.13,37.0,44.0,9,6,5,11056.0,42.1,0.0,Low
2023-12-31,Scott County,Indiana,IN,122.6083984375,8.15,38.0,33.0,9,9,1,7858.0,43.9,1.0,Medium
2023-12-31,Ozaukee County,Wisconsin,WI,173.6719207763672,8.89,40.0,17.0,2,8,3,22299.0,71.7,2.0,High
2023-12-31,Pershing County,Nevada,NV,75.5400836916788,8.23,38.0,29.0,8,9,1,2129.0,36.2,1.0,Medium
2023-12-31,Webster Parish,Louisiana,LA,84.37341713476795,8.82,37.0,19.0,8,2,2,11098.0,43.0,2.0,High
2023-12-31,Mercer County,New Jersey,NJ,205.35095723470053,9.98,40.0,7.0,4,9,8,76882.0,71.0,2.0,High
2023-12-31,Transylvania County,North Carolina,NC,284.0923605705357,8.07,39.0,34.0,9,5,7,6132.0,55.400000000000006,2.0,High
2023-12-31,Gage County,Nebraska,NE,84.8798828125,9.01,37.0,14.0,5,5,1,3589.0,45.0,0.0,Low
2023-12-31,District of Columbia,District of Columbia,DC,515.0184905791174,,,,7,10,8,139772.0,,3.0,Critical
2023-12-31,Adams County,Ohio,OH,71.81267261854282,8.96,39.0,16.0,3,1,10,6971.0,34.9,1.0,Medium
2023-12-31,Cochise County,Arizona,AZ,149.87613220214843,8.19,38.0,30.0,8,6,10,31411.0,64.60000000000001,1.0,Medium
2023-12-31,Appling County,Georgia,GA,108.3554294960195,7.91,37.0,35.0,8,2,5,4777.0,35.8,2.0,High
2023-12-31,Jackson County,Mississippi,MS,115.39997863769533,8.99,38.0,15.0,9,6,5,36919.0,47.7,2.0,High
2023-12-31,Yuma County,Colorado,CO,113.14264479283884,8.31,37.0,26.0,9,6,10,1874.0,44.0,2.0,High
2023-12-31,Fleming County,Kentucky,KY,99.66158024699509,8.58,39.0,22.0,1,5,6,3852.0,51.7,2.0,High
2023-12-31,Crawford County,Arkansas,AR,121.745922599579,8.8,38.0,20.0,7,3,1,15826.0,45.7,0.0,Low
2023-12-31,Lowndes County,Georgia,GA,77.09323606449925,7.91,37.0,35.0,3,5,6,31011.0,39.900000000000006,1.0,Medium
2023-12-31,Hamilton County,Indiana,IN,143.484130859375,8.15,38.0,33.0,9,4,10,81880.0,71.2,1.0,Medium
2023-12-31,Falls Church,Virginia,VA,408.1608156536022,7.86,38.0,37.0,9,7,1,,,,
2023-12-31,Fayette County,Illinois,IL,72.99231415679174,9.52,38.0,9.0,7,5,10,7092.0,36.2,1.0,Medium
2023-12-31,Lewis County,Kentucky,KY,67.01766204833984,8.58,39.0,22.0,1,10,3,4515.0,39.1,1.0,Medium
2023-12-31,Hardee County,Florida,FL,137.6471710205078,6.97,42.0,45.0,2,6,1,8656.0,42.8,1.0,Medium
2023-12-31,Ralls County,Missouri,MO,118.32748583744268,7.75,39.0,39.0,8,2,5,2455.0,28.4,4.0,Unknown
2023-12-31,Roane County,Tennessee,TN,132.4844970703125,5.74,39.0,49.0,8,1,4,15782.0,44.4,0.0,Low
2023-12-31,Polk County,North Carolina,NC,197.7848208037075,8.07,39.0,34.0,8,7,2,3855.0,42.6,1.0,Medium
2023-12-31,Pulaski County,Arkansas,AR,119.64041900634766,8.8,38.0,20.0,3,2,6,103138.0,58.2,1.0,Medium
2023-12-31,Portage County,Wisconsin,WI,122.3456039428711,8.89,40.0,17.0,6,6,10,18017.0,62.3,2.0,High
2023-12-31,Florence County,Wisconsin,WI,106.24268605138786,8.89,40.0,17.0,5,9,3,1081.0,54.6,1.0,Medium
2023-12-31,Fulton County,Ohio,OH,117.119140625,8.96,39.0,16.0,10,9,5,10321.0,52.400000000000006,0.0,Low
2023-12-31,Shelby County,Indiana,IN,107.91436004638672,8.15,38.0,33.0,7,9,6,13593.0,57.8,1.0,Medium
2023-12-31,Tishomingo County,Mississippi,MS,208.45555182036333,8.99,38.0,15.0,9,8,5,6155.0,38.5,1.0,Medium
2023-12-31,Coahoma County,Mississippi,MS,18.578799118288323,8.99,38.0,15.0,1,2,8,6462.0,51.6,1.0,Medium
2023-12-31,Franklin County,Massachusetts,MA,193.5859375,8.77,40.0,21.0,1,10,8,10782.0,68.10000000000001,3.0,Critical
2023-12-31,Wood County,Ohio,OH,126.14690574645996,8.96,39.0,16.0,2,8,4,31548.0,61.8,2.0,High
2023-12-31,Chittenden County,Vermont,VT,234.6103973388672,10.75,43.0,3.0,10,1,4,32039.0,84.0,3.0,Critical
2023-12-31,Duchesne County,Utah,UT,147.75738525390625,8.29,31.0,27.0,3,4,1,4349.0,44.9,2.0,High
2023-12-31,Orange County,New York,NY,196.8998490918513,12.79,39.0,1.0,1,2,8,107565.0,64.8,2.0,High
2023-12-31,Glenn County,California,CA,247.03331461894777,9.48,37.0,10.0,2,8,8,6569.0,55.1,1.0,Medium
2023-12-31,Wolfe County,Kentucky,KY,127.49864196777344,8.58,39.0,22.0,9,9,4,2522.0,53.8,1.0,Medium
2023-12-31,Marlboro County,South Carolina,SC,26.196207794998376,7.45,39.0,40.0,7,9,1,7853.0,43.7,1.0,Medium
2023-12-31,Sauk County,Wisconsin,WI,134.66041564941406,8.89,40.0,17.0,4,9,5,15899.0,63.6,1.0,Medium
2023-12-31,Caswell County,North Carolina,NC,117.1774159940196,8.07,39.0,34.0,9,3,8,5259.0,47.3,1.0,Medium
2023-12-31,Caldwell County,Texas,TX,196.77346618652345,8.19,35.0,30.0,3,1,9,14205.0,56.89999999999999,1.0,Medium
2023-12-31,Harris County,Texas,TX,145.68049073493344,8.19,35.0,30.0,1,8,5,1001843.0,63.5,1.0,Medium
2023-12-31,Lee County,Kentucky,KY,86.14307463069599,8.58,39.0,22.0,5,2,7,2940.0,49.8,2.0,High
2023-12-31,Jerome County,Idaho,ID,210.8463897705078,7.88,36.0,36.0,5,7,6,6071.0,46.0,1.0,Medium
2023-12-31,Madison County,Indiana,IN,98.54630012512207,8.15,38.0,33.0,2,8,6,32676.0,52.400000000000006,1.0,Medium
2023-12-31,Kitsap County,Washington,WA,282.0361633300781,8.34,38.0,24.0,8,6,3,39540.0,69.89999999999999,2.0,High
2023-12-31,George County,Mississippi,MS,119.48259735107422,8.99,38.0,15.0,10,6,8,7132.0,40.3,2.0,High
2023-12-31,Fulton County,Pennsylvania,PA,118.35034389845714,8.46,41.0,23.0,9,3,5,4125.0,30.1,1.0,Medium
2023-12-31,Clinton County,Missouri,MO,120.8828125,7.75,39.0,39.0,9,5,4,4804.0,47.3,4.0,Unknown
2023-12-31,Carroll County,Maryland,MD,188.76754455566407,9.32,39.0,12.0,5,1,5,21487.0,72.0,1.0,Medium
2023-12-31,San Luis Obispo County,California,CA,463.6678161621094,9.48,37.0,10.0,2,8,9,56515.0,63.9,1.0,Medium
2023-12-31,Crittenden County,Arkansas,AR,68.49602508544922,8.8,38.0,20.0,1,1,10,14262.0,44.9,0.0,Low
2023-12-31,Mower County,Minnesota,MN,100.55619049072266,9.99,38.0,6.0,2,2,5,11865.0,62.3,1.0,Medium
2023-12-31,Juab County,Utah,UT,174.85006744384765,8.29,31.0,27.0,4,2,7,2888.0,36.7,1.0,Medium
2023-12-31,Twin Falls County,Idaho,ID,207.0422515869141,7.88,36.0,36.0,10,3,9,24031.0,50.2,1.0,Medium
2023-12-31,San Jacinto County,Texas,TX,141.96334838867188,8.19,35.0,30.0,5,6,10,5539.0,34.5,1.0,Medium
2023-12-31,Edwards County,Texas,TX,52.31955322265625,8.19,35.0,30.0,1,2,7,432.0,84.6,0.0,Low
2023-12-31,Navarro County,Texas,TX,124.09790748596193,8.19,35.0,30.0,9,9,4,12428.0,45.4,0.0,Low
2023-12-31,Gilmer County,Georgia,GA,206.2190884399414,7.91,37.0,35.0,7,4,3,6931.0,40.8,1.0,Medium
2023-12-31,St. Lucie County,Florida,FL,198.8749237060547,6.97,42.0,45.0,10,10,4,74097.0,58.3,1.0,Medium
2023-12-31,Surry County,North Carolina,NC,136.875,8.07,39.0,34.0,7,9,8,21002.0,50.0,1.0,Medium
2023-12-31,Choctaw County,Oklahoma,OK,85.55878045278132,7.13,37.0,44.0,10,10,9,4062.0,35.4,1.0,Medium
2023-12-31,Cattaraugus County,New York,NY,87.83417221069335,12.79,39.0,1.0,1,5,3,15521.0,56.2,2.0,High
2023-12-31,Moore County,Tennessee,TN,153.115234375,5.74,39.0,49.0,1,3,6,2238.0,21.8,1.0,Medium
2023-12-31,Montgomery County,Pennsylvania,PA,194.3306121826172,8.46,41.0,23.0,4,6,1,153281.0,65.10000000000001,2.0,High
2023-12-31,De Soto Parish,Louisiana,LA,103.38137661327016,8.82,37.0,19.0,3,3,1,7325.0,42.8,1.0,Medium
2023-12-31,Pike County,Mississippi,MS,41.57351270645757,8.99,38.0,15.0,9,6,10,9736.0,50.4,1.0,Medium
2023-12-31,Clallam County,Washington,WA,271.62259923446044,8.34,38.0,24.0,5,7,4,11386.0,68.30000000000001,2.0,High
2023-12-31,Stoddard County,Missouri,MO,63.61194617892686,7.75,39.0,39.0,5,9,3,6103.0,39.7,4.0,Unknown
2023-12-31,Towns County,Georgia,GA,160.044921875,7.91,37.0,35.0,2,4,6,2394.0,48.6,0.0,Low
2023-12-31,Harrison County,Texas,TX,111.85823279190436,8.19,35.0,30.0,2,10,2,13320.0,41.3,1.0,Medium
2023-12-31,Gila County,Arizona,AZ,239.3864479064941,8.19,38.0,30.0,4,3,3,17176.0,59.2,2.0,High
2023-12-31,Osceola County,Florida,FL,185.95040893554688,6.97,42.0,45.0,9,5,1,113576.0,72.7,1.0,Medium
2023-12-31,Jefferson County,Indiana,IN,116.96187873428426,8.15,38.0,33.0,2,2,8,9341.0,55.8,0.0,Low
2023-12-31,Dawson County,Georgia,GA,176.69330078125,7.91,37.0,35.0,6,3,5,6927.0,39.7,2.0,High
2023-12-31,Isle of Wight County,Virginia,VA,169.47340393066406,7.86,38.0,37.0,1,2,9,7283.0,70.6,1.0,Medium
2023-12-31,Lincoln County,Minnesota,MN,53.02228675119862,9.99,38.0,6.0,6,5,4,1214.0,53.2,2.0,High
2023-12-31,Iberville Parish,Louisiana,LA,126.26478004455566,8.82,37.0,19.0,8,2,1,8983.0,56.10000000000001,0.0,Low
2023-12-31,Paulding County,Georgia,GA,157.4499969482422,7.91,37.0,35.0,2,7,6,38110.0,37.3,1.0,Medium
2023-12-31,Morrow County,Ohio,OH,134.45362350463867,8.96,39.0,16.0,7,5,9,7760.0,41.6,2.0,High
2023-12-31,Laclede County,Missouri,MO,111.47428846359252,7.75,39.0,39.0,7,4,10,8102.0,37.4,4.0,Unknown
2023-12-31,Rush County,Indiana,IN,83.5908203125,8.15,38.0,33.0,3,6,2,4835.0,46.9,0.0,Low
2023-12-31,Kinney County,Texas,TX,102.28056541775914,8.19,35.0,30.0,3,6,5,721.0,52.1,1.0,Medium
2023-12-31,Benton County,Tennessee,TN,157.3092041015625,5.74,39.0,49.0,5,2,2,4507.0,44.3,2.0,High
2023-12-31,Coffee County,Tennessee,TN,152.14710998535156,5.74,39.0,49.0,9,1,9,16941.0,46.2,0.0,Low
2023-12-31,Tallahatchie County,Mississippi,MS,109.31705496703034,8.99,38.0,15.0,2,3,5,3192.0,41.5,2.0,High
2023-12-31,Chaffee County,Colorado,CO,326.8747634887696,8.31,37.0,26.0,1,10,3,4590.0,64.0,3.0,Critical
2023-12-31,Sevier County,Tennessee,TN,279.2646778869629,5.74,39.0,49.0,7,9,10,30295.0,50.3,1.0,Medium
2023-12-31,Cass County,Nebraska,NE,133.1337890625,9.01,37.0,14.0,4,8,3,6128.0,61.6,0.0,Low
2023-12-31,Calhoun County,Texas,TX,140.01210205683947,8.19,35.0,30.0,6,5,3,5519.0,57.3,0.0,Low
2023-12-31,Beaufort County,South Carolina,SC,162.14298126135645,7.45,39.0,40.0,6,2,1,43056.0,64.8,1.0,Medium
2023-12-31,Rockingham County,New Hampshire,NH,247.32720413208008,6.84,43.0,46.0,5,6,4,67463.0,,2.0,High
2023-12-31,Liberty County,Florida,FL,112.78428649902344,6.97,42.0,45.0,2,9,9,2496.0,34.2,1.0,Medium
2023-12-31,Brooks County,Georgia,GA,168.046875,7.91,37.0,35.0,2,9,10,3419.0,48.1,1.0,Medium
2023-12-31,Camden County,New Jersey,NJ,162.6984100341797,9.98,40.0,7.0,6,9,3,126255.0,68.89999999999999,2.0,High
2023-12-31,Tillman County,Oklahoma,OK,47.1698112487793,7.13,37.0,44.0,8,10,3,1525.0,49.9,1.0,Medium
2023-12-31,Kauai County,Hawaii,HI,716.5135040283203,12.19,39.0,2.0,7,3,4,11961.0,71.5,2.0,High
2023-12-31,Davidson County,North Carolina,NC,141.2939588731016,8.07,39.0,34.0,7,3,1,43032.0,48.5,1.0,Medium
2023-12-31,Lake County,Colorado,CO,278.21701487850805,8.31,37.0,26.0,7,8,8,1795.0,59.7,1.0,Medium
2023-12-31,Northampton County,Virginia,VA,168.14263663085427,7.86,38.0,37.0,3,10,5,2148.0,78.2,1.0,Medium
2023-12-31,Ocean County,New Jersey,NJ,233.13491821289065,9.98,40.0,7.0,7,7,10,163062.0,54.400000000000006,2.0,High
2023-12-31,Jefferson County,Texas,TX,90.15112139477144,8.19,35.0,30.0,1,10,6,47161.0,51.0,2.0,High
2023-12-31,Fond du Lac County,Wisconsin,WI,113.19741394042968,8.89,40.0,17.0,6,7,5,31827.0,55.7,2.0,High
2023-12-31,Holmes County,Mississippi,MS,52.55812113320522,8.99,38.0,15.0,7,5,7,4445.0,60.1,0.0,Low
2023-12-31,Calhoun County,Arkansas,AR,86.0166015625,8.8,38.0,20.0,9,6,6,960.0,37.1,0.0,Low
2023-12-31,Alpine County,California,CA,265.5167541503906,9.48,37.0,10.0,8,9,2,125.0,63.5,0.0,Low
2023-12-31,Contra Costa County,California,CA,487.1259460449219,9.48,37.0,10.0,5,7,9,203124.0,82.1,1.0,Medium
2023-12-31,York County,Maine,ME,239.4812042236328,10.5,45.0,4.0,10,8,2,39824.0,72.2,2.0,High
2023-12-31,Cullman County,Alabama,AL,126.322265625,7.45,39.0,40.0,1,8,4,24511.0,38.2,2.0,High
2023-12-31,Schuylkill County,Pennsylvania,PA,66.82209281921386,8.46,41.0,23.0,10,3,3,34461.0,58.5,1.0,Medium
2023-12-31,Stearns County,Minnesota,MN,125.0,9.99,38.0,6.0,3,1,5,50829.0,58.9,2.0,High
2023-12-31,Abbeville County,South Carolina,SC,126.4765625,7.45,39.0,40.0,2,5,6,6642.0,40.0,2.0,High
2023-12-31,Clarke County,Iowa,IA,106.06870369417447,9.26,38.0,13.0,10,4,6,2263.0,54.8,1.0,Medium
2023-12-31,Clayton County,Georgia,GA,124.52514526679413,7.91,37.0,35.0,10,3,10,64018.0,43.5,1.0,Medium
2023-12-31,Yolo County,California,CA,320.7184143066406,9.48,37.0,10.0,1,8,6,39967.0,70.3,2.0,High
2023-12-31,Bullitt County,Kentucky,KY,165.56129455566406,8.58,39.0,22.0,1,3,6,21432.0,45.4,3.0,Critical
2023-12-31,Hughes County,Oklahoma,OK,62.73305398125453,7.13,37.0,44.0,10,10,2,2581.0,45.8,1.0,Medium
2023-12-31,San Saba County,Texas,TX,107.8101259628342,8.19,35.0,30.0,2,10,4,1238.0,39.3,0.0,Low
2023-12-31,Spalding County,Georgia,GA,137.7410430908203,7.91,37.0,35.0,7,5,10,15861.0,40.400000000000006,1.0,Medium
2023-12-31,Cibola County,New Mexico,NM,108.5346908569336,8.19,38.0,30.0,2,2,3,7871.0,60.3,2.0,High
2023-12-31,Scott County,Mississippi,MS,74.01614697468813,8.99,38.0,15.0,3,6,1,6528.0,50.2,2.0,High
2023-12-31,Washburn County,Wisconsin,WI,150.7080078125,8.89,40.0,17.0,9,9,5,3987.0,63.1,2.0,High
2023-12-31,Scott County,Arkansas,AR,190.07096728352988,8.8,38.0,20.0,8,8,9,2293.0,48.0,1.0,Medium
2023-12-31,Pasco County,Florida,FL,181.5414428710937,6.97,42.0,45.0,10,10,2,122150.0,58.8,2.0,High
2023-12-31,Wyandotte County,Kansas,KS,127.54274520178198,9.36,37.0,11.0,4,10,6,46885.0,57.4,2.0,High
2023-12-31,Wilkes County,North Carolina,NC,133.3333282470703,8.07,39.0,34.0,3,9,10,17501.0,46.7,1.0,Medium
2023-12-31,Austin County,Texas,TX,176.1552734375,8.19,35.0,30.0,7,6,6,5743.0,47.8,2.0,High
2023-12-31,Union County,Ohio,OH,161.8623046875,8.96,39.0,16.0,4,1,1,15632.0,62.3,1.0,Medium
2023-12-31,Providence County,Rhode Island,RI,186.3594665527344,9.69,40.0,8.0,4,3,9,222113.0,70.5,2.0,High
2023-12-31,Guadalupe County,Texas,TX,147.283203125,8.19,35.0,30.0,10,6,3,36503.0,55.1,1.0,Medium
2023-12-31,St. Charles County,Missouri,MO,158.87850952148438,7.75,39.0,39.0,3,2,8,101663.0,61.2,4.0,Unknown
2023-12-31,Grant County,Kentucky,KY,148.21875,8.58,39.0,22.0,4,9,9,7774.0,48.9,1.0,Medium
2023-12-31,Weld County,Colorado,CO,191.19859484688803,8.31,37.0,26.0,7,8,9,83662.0,61.1,2.0,High
2023-12-31,Dooly County,Georgia,GA,92.9454600016276,7.91,37.0,35.0,9,9,10,2376.0,37.3,0.0,Low
2023-12-31,Jackson County,Michigan,MI,134.5009765625,8.34,40.0,24.0,8,6,1,44625.0,52.400000000000006,1.0,Medium
2023-12-31,Salt Lake County,Utah,UT,240.12577804657016,8.29,31.0,27.0,10,8,8,341980.0,69.89999999999999,2.0,High
2023-12-31,Clay County,Missouri,MO,140.30375261228215,7.75,39.0,39.0,10,4,4,26987.0,54.0,4.0,Unknown
2023-12-31,Lancaster County,Pennsylvania,PA,151.77389526367188,8.46,41.0,23.0,4,1,10,121145.0,57.2,2.0,High
2023-12-31,DeKalb County,Tennessee,TN,150.5123718261719,5.74,39.0,49.0,7,4,6,6278.0,41.3,0.0,Low
2023-12-31,Cuming County,Nebraska,NE,89.30839767156478,9.01,37.0,14.0,7,6,5,1809.0,53.1,1.0,Medium
2023-12-31,Hardin County,Texas,TX,136.9497833251953,8.19,35.0,30.0,2,1,5,12026.0,37.8,0.0,Low
2023-12-31,Whatcom County,Washington,WA,313.6054992675781,8.34,38.0,24.0,5,6,3,37658.0,71.7,2.0,High
2023-12-31,Milwaukee County,Wisconsin,WI,134.51747389744483,8.89,40.0,17.0,5,7,7,269606.0,64.4,2.0,High
2023-12-31,Breathitt County,Kentucky,KY,57.01823425292969,8.58,39.0,22.0,6,8,6,3773.0,52.7,2.0,High
2023-12-31,Lonoke County,Arkansas,AR,119.54698181152344,8.8,38.0,20.0,10,6,10,19876.0,47.6,1.0,Medium
2023-12-31,Throckmorton County,Texas,TX,95.519820905027,8.19,35.0,30.0,9,6,6,269.0,41.2,0.0,Low
2023-12-31,Josephine County,Oregon,OR,241.3694763183593,8.29,39.0,27.0,3,10,9,16365.0,50.0,1.0,Medium
2023-12-31,Sagadahoc County,Maine,ME,201.07858276367188,10.5,45.0,4.0,9,10,3,5173.0,77.3,3.0,Critical
