period_end,county,state,state_code,median_ppsf,tax_burden,medianage,cost_of_living_rank,elementary_school_rating,middle_school_rating,high_school_rating,daily_cases,percentage_fully_vaccinated,risk_index,risk
2023-12-31,Clark County,Ohio,OH,112.18320332750842,8.96,39.0,16.0,9,8,4,34957.0,52.900000000000006,1.0,Medium
2023-12-31,Prince George's County,Maryland,MD,220.6107635498047,9.32,39.0,12.0,7,9,4,171075.0,74.5,2.0,High
2023-12-31,Plaquemines Parish,Louisiana,LA,147.09846356061462,8.82,37.0,19.0,2,4,3,6427.0,69.0,2.0,High
2023-12-31,Clay County,Georgia,GA,152.07431042529802,7.91,37.0,35.0,1,5,7,531.0,63.7,2.0,High
2023-12-31,St. Croix County,Wisconsin,WI,173.0165252685547,8.89,40.0,17.0,2,2,10,24775.0,50.2,2.0,High
2023-12-31,Le Sueur County,Minnesota,MN,150.84852600097656,9.99,38.0,6.0,9,10,1,6481.0,49.2,1.0,Medium
2023-12-31,Runnels County,Texas,TX,115.17506889343262,8.19,35.0,30.0,2,4,8,2310.0,44.4,3.0,Critical
2023-12-31,Washington County,Missouri,MO,108.4404296875,7.75,39.0,39.0,5,4,6,5983.0,31.9,4.0,Unknown
2023-12-31,Northampton County,Pennsylvania,PA,171.77880859375,8.46,41.0,23.0,3,4,3,79825.0,65.9,2.0,High
2023-12-31,Washington County,Oklahoma,OK,90.00510330200196,7.13,37.0,44.0,4,1,6,12673.0,43.7,1.0,Medium
2023-12-31,Calhoun County,Michigan,MI,105.6680145263672,8.34,40.0,24.0,6,2,5,34219.0,52.2,1.0,Medium
2023-12-31,Yellow Medicine County,Minnesota,MN,71.67876579598305,9.99,38.0,6.0,3,10,7,2534.0,56.6,2.0,High
2023-12-31,Monterey County,California,CA,544.6219482421875,9.48,37.0,10.0,1,2,7,93305.0,72.5,2.0,High
2023-12-31,Smith County,Texas,TX,150.71586029052733,8.19,35.0,30.0,3,9,10,45427.0,46.0,1.0,Medium
2023-12-31,Trinity County,Texas,TX,104.43558184305827,8.19,35.0,30.0,4,6,10,2610.0,39.5,5.0,Extreme
2023-12-31,St. Johns County,Florida,FL,222.3319549560547,6.97,42.0,45.0,8,4,3,62440.0,70.19999999999999,2.0,High
2023-12-31,Madison County,Kentucky,KY,129.8076934814453,8.58,39.0,22.0,8,2,4,27683.0,47.9,1.0,Medium
2023-12-31,Crawford County,Ohio,OH,87.42751787287852,8.96,39.0,16.0,1,9,7,11181.0,45.1,1.0,Medium
2023-12-31,Hillsdale County,Michigan,MI,106.84983593836354,8.34,40.0,24.0,9,9,4,10335.0,38.6,1.0,Medium
2023-12-31,Lawrence County,Arkansas,AR,94.68133201599122,8.8,38.0,20.0,9,6,9,5295.0,46.8,1.0,Medium
2023-12-31,Harlan County,Kentucky,KY,46.39893528111679,8.58,39.0,22.0,9,10,5,9209.0,46.3,1.0,Medium
2023-12-31,Hays County,Texas,TX,225.64645385742188,8.19,35.0,30.0,3,1,4,60164.0,62.5,1.0,Medium
2023-12-31,Erie County,Ohio,OH,127.63470458984376,8.96,39.0,16.0,5,4,8,19456.0,59.2,1.0,Medium
2023-12-31,Boone County,Illinois,IL,114.05486053466797,9.52,38.0,9.0,6,1,9,13838.0,61.3,1.0,Medium
2023-12-31,Calumet County,Wisconsin,WI,139.0185546875,8.89,40.0,17.0,10,6,9,14512.0,56.3,2.0,High
2023-12-31,East Baton Rouge Parish,Louisiana,LA,136.8619842529297,8.82,37.0,19.0,3,9,3,110837.0,55.900000000000006,1.0,Medium
2023-12-31,Anderson County,Kentucky,KY,143.38168334960938,8.58,39.0,22.0,10,3,5,6576.0,55.3,2.0,High
2023-12-31,Dewey County,Oklahoma,OK,54.89946535438972,7.13,37.0,44.0,10,4,5,1060.0,25.3,2.0,High
2023-12-31,Okfuskee County,Oklahoma,OK,75.65262599038027,7.13,37.0,44.0,5,8,9,3534.0,46.7,2.0,High
2023-12-31,Nottoway County,Virginia,VA,97.12820754196764,7.86,38.0,37.0,7,5,3,4207.0,56.8,5.0,Extreme
2023-12-31,Otter Tail County,Minnesota,MN,129.60733795166016,9.99,38.0,6.0,9,7,3,13566.0,50.8,1.0,Medium
2023-12-31,Bastrop County,Texas,TX,219.0557098388672,8.19,35.0,30.0,1,1,4,21757.0,57.9,1.0,Medium
2023-12-31,West Feliciana Parish,Louisiana,LA,140.30992126464844,8.82,37.0,19.0,9,6,2,2831.0,89.4,0.0,Low
2023-12-31,Lincoln County,Arkansas,AR,69.79879466680698,8.8,38.0,20.0,2,2,10,4912.0,35.3,0.0,Low
2023-12-31,Grant County,West Virginia,WV,96.35251659287354,8.84,43.0,18.0,6,1,8,3771.0,44.9,1.0,Medium
2023-12-31,Valley County,Idaho,ID,349.1438446044922,7.88,36.0,36.0,5,6,9,2606.0,62.0,1.0,Medium
2023-12-31,Monmouth County,New Jersey,NJ,281.8875893173302,9.98,40.0,7.0,4,7,8,165475.0,68.10000000000001,3.0,Critical
2023-12-31,Hocking County,Ohio,OH,157.830078125,8.96,39.0,16.0,6,1,8,6671.0,48.1,1.0,Medium
2023-12-31,Henry County,Tennessee,TN,141.40326832261107,5.74,39.0,49.0,9,7,5,8268.0,47.5,1.0,Medium
2023-12-31,Fauquier County,Virginia,VA,216.66541717529296,7.86,38.0,37.0,3,3,6,13052.0,74.0,1.0,Medium
2023-12-31,Hampton,Virginia,VA,152.35293579101562,7.86,38.0,37.0,1,6,4,,,,
2023-12-31,Oldham County,Kentucky,KY,146.3619007873535,8.58,39.0,22.0,2,9,2,18285.0,57.3,1.0,Medium
2023-12-31,Washington County,Maryland,MD,142.17610860561888,9.32,39.0,12.0,1,9,7,35119.0,59.7,1.0,Medium
2023-12-31,Bacon County,Georgia,GA,54.41851367950439,7.91,37.0,35.0,9,9,4,3412.0,30.5,2.0,High
2023-12-31,Shackelford County,Texas,TX,67.13626723466355,8.19,35.0,30.0,8,4,6,677.0,37.6,1.0,Medium
2023-12-31,Portage County,Ohio,OH,134.60274390148675,8.96,39.0,16.0,1,2,6,34185.0,57.3,1.0,Medium
2023-12-31,Manassas,Virginia,VA,228.7761993408203,7.86,38.0,37.0,2,8,5,,,,
2023-12-31,Androscoggin County,Maine,ME,147.22222900390625,10.5,45.0,4.0,7,9,8,22554.0,66.8,2.0,High
2023-12-31,Fulton County,Georgia,GA,213.009957747352,7.91,37.0,35.0,4,3,4,218237.0,56.3,2.0,High
2023-12-31,Huron County,Ohio,OH,113.9418690291168,8.96,39.0,16.0,3,1,1,14494.0,47.7,1.0,Medium
2023-12-31,Lewis County,Idaho,ID,83.1764907836914,7.88,36.0,36.0,2,10,4,1134.0,52.3,3.0,Critical
2023-12-31,Polk County,Texas,TX,159.82785034179688,8.19,35.0,30.0,1,4,6,7827.0,47.5,2.0,High
2023-12-31,Jefferson County,Arkansas,AR,74.44864570617676,8.8,38.0,20.0,3,10,9,18588.0,44.5,1.0,Medium
2023-12-31,St. Bernard Parish,Louisiana,LA,146.3779296875,8.82,37.0,19.0,8,3,1,11241.0,49.0,2.0,High
2023-12-31,Grant County,Wisconsin,WI,89.83100418090821,8.89,40.0,17.0,5,7,1,12699.0,55.00000000000001,1.0,Medium
2023-12-31,Solano County,California,CA,336.13446044921875,9.48,37.0,10.0,2,5,10,87439.0,66.8,1.0,Medium
2023-12-31,Gwinnett County,Georgia,GA,159.48707580566406,7.91,37.0,35.0,7,9,9,208133.0,55.1,2.0,High
2023-12-31,Dickson County,Tennessee,TN,204.49937805175784,5.74,39.0,49.0,3,4,5,15877.0,48.7,1.0,Medium
2023-12-31,Hancock County,Mississippi,MS,132.92631912231445,8.99,38.0,15.0,6,3,2,12220.0,44.3,1.0,Medium
2023-12-31,Neshoba County,Mississippi,MS,82.55378723144531,8.99,38.0,15.0,8,5,7,10612.0,41.5,2.0,High
2023-12-31,Live Oak County,Texas,TX,85.66355841500419,8.19,35.0,30.0,6,8,2,2141.0,42.7,0.0,Low
2023-12-31,Rio Arriba County,New Mexico,NM,162.654296875,8.19,38.0,30.0,10,6,6,9793.0,68.7,1.0,Medium
2023-12-31,Grundy County,Tennessee,TN,137.1708984375,5.74,39.0,49.0,4,2,7,3986.0,30.6,0.0,Low
2023-12-31,Florence County,South Carolina,SC,79.13621520996094,7.45,39.0,40.0,3,3,4,41718.0,54.900000000000006,1.0,Medium
2023-12-31,Genesee County,Michigan,MI,120.92861362338348,8.34,40.0,24.0,9,1,10,101373.0,50.6,1.0,Medium
2023-12-31,King County,Washington,WA,464.580810546875,8.34,38.0,24.0,7,6,8,384353.0,80.9,3.0,Critical
2023-12-31,Sussex County,Virginia,VA,107.15148817648152,7.86,38.0,37.0,1,7,7,2424.0,50.1,1.0,Medium
2023-12-31,Yalobusha County,Mississippi,MS,58.575063934326174,8.99,38.0,15.0,4,8,3,4081.0,65.3,2.0,High
2023-12-31,Jefferson County,New York,NY,114.5864599609375,12.79,39.0,1.0,7,4,7,20300.0,73.5,2.0,High
2023-12-31,Bradford County,Florida,FL,127.73798235272444,6.97,42.0,45.0,1,3,3,7467.0,44.4,0.0,Low
2023-12-31,Decatur County,Indiana,IN,116.6453628540039,8.15,38.0,33.0,9,9,3,6994.0,48.1,0.0,Low
2023-12-31,Meigs County,Tennessee,TN,139.3095462748679,5.74,39.0,49.0,4,2,3,3388.0,68.30000000000001,2.0,High
2023-12-31,Salem County,New Jersey,NJ,135.92233276367188,9.98,40.0,7.0,2,1,3,14354.0,55.50000000000001,1.0,Medium
2023-12-31,Pontotoc County,Oklahoma,OK,110.03509833967657,7.13,37.0,44.0,4,2,10,12066.0,51.0,2.0,High
2023-12-31,Kay County,Oklahoma,OK,86.76019744873047,7.13,37.0,44.0,10,5,4,12277.0,42.8,1.0,Medium
2023-12-31,Queens County,New York,NY,511.3636474609375,12.79,39.0,1.0,4,7,6,645162.0,86.2,2.0,High
2023-12-31,Candler County,Georgia,GA,84.77549659729004,7.91,37.0,35.0,3,7,6,2181.0,42.1,5.0,Extreme
2023-12-31,Bandera County,Texas,TX,198.5,8.19,35.0,30.0,3,4,5,3561.0,50.8,1.0,Medium
2023-12-31,Kankakee County,Illinois,IL,117.55584716796876,9.52,38.0,9.0,4,5,2,28885.0,52.3,1.0,Medium
2023-12-31,Glades County,Florida,FL,174.45606994628906,6.97,42.0,45.0,6,6,7,1985.0,33.800000000000004,0.0,Low
2023-12-31,Whitley County,Kentucky,KY,90.66080197420987,8.58,39.0,22.0,9,6,3,14370.0,44.4,3.0,Critical
2023-12-31,Fayette County,Georgia,GA,158.3534570522445,7.91,37.0,35.0,9,2,7,22465.0,62.1,1.0,Medium
2023-12-31,Coweta County,Georgia,GA,154.8540802001953,7.91,37.0,35.0,2,9,4,32971.0,44.5,1.0,Medium
2023-12-31,Cooke County,Texas,TX,152.34020141601562,8.19,35.0,30.0,9,2,2,7331.0,37.8,2.0,High
2023-12-31,Dodge County,Nebraska,NE,119.04762268066406,9.01,37.0,14.0,2,8,6,10151.0,54.1,2.0,High
2023-12-31,Franklin County,Texas,TX,129.621337890625,8.19,35.0,30.0,10,2,4,2196.0,37.1,3.0,Critical
2023-12-31,Llano County,Texas,TX,256.3057556152344,8.19,35.0,30.0,10,3,2,3901.0,51.6,0.0,Low
2023-12-31,McLennan County,Texas,TX,160.1506805419922,8.19,35.0,30.0,10,5,10,58328.0,52.1,2.0,High
2023-12-31,Howard County,Maryland,MD,213.7189873589409,9.32,39.0,12.0,2,2,7,43989.0,85.6,2.0,High
2023-12-31,Mitchell County,Georgia,GA,52.70068964252235,7.91,37.0,35.0,10,1,3,5244.0,47.5,0.0,Low
2023-12-31,Nevada County,Arkansas,AR,40.832664489746094,8.8,38.0,20.0,3,8,5,2184.0,43.9,0.0,Low
2023-12-31,York County,Nebraska,NE,92.38096510667312,9.01,37.0,14.0,3,1,8,3935.0,52.1,1.0,Medium
2023-12-31,Marshall County,Minnesota,MN,90.611328125,9.99,38.0,6.0,7,4,5,2089.0,49.8,1.0,Medium
2023-12-31,Lee County,Texas,TX,164.66027815257257,8.19,35.0,30.0,4,9,10,4245.0,47.2,1.0,Medium
2023-12-31,Mille Lacs County,Minnesota,MN,162.46484375,9.99,38.0,6.0,2,1,3,7229.0,57.8,2.0,High
2023-12-31,Real County,Texas,TX,213.71562251511023,8.19,35.0,30.0,1,2,6,798.0,50.2,1.0,Medium
2023-12-31,Park County,Colorado,CO,294.3170050048828,8.31,37.0,26.0,5,2,6,2832.0,47.3,2.0,High
2023-12-31,Hot Spring County,Arkansas,AR,92.88665771484376,8.8,38.0,20.0,9,7,7,11176.0,42.5,1.0,Medium
2023-12-31,Hardin County,Ohio,OH,103.8876953125,8.96,39.0,16.0,2,4,8,7079.0,38.5,2.0,High
2023-12-31,Knox County,Tennessee,TN,166.6666717529297,5.74,39.0,49.0,3,5,10,127860.0,60.1,1.0,Medium
2023-12-31,Poinsett County,Arkansas,AR,80.05416532185791,8.8,38.0,20.0,4,9,2,8019.0,44.7,1.0,Medium
2023-12-31,Pierce County,Wisconsin,WI,151.73943328857422,8.89,40.0,17.0,1,3,9,11561.0,44.1,2.0,High
2023-12-31,Morris County,New Jersey,NJ,268.5472412109375,9.98,40.0,7.0,4,5,9,119851.0,77.5,2.0,High
2023-12-31,Garrard County,Kentucky,KY,91.81993336740696,8.58,39.0,22.0,1,2,8,4799.0,48.2,1.0,Medium
2023-12-31,Orange County,Indiana,IN,107.36566688018684,8.15,38.0,33.0,1,10,6,5032.0,55.50000000000001,1.0,Medium
2023-12-31,Elbert County,Colorado,CO,220.2624377441406,8.31,37.0,26.0,4,9,10,4775.0,37.5,2.0,High
2023-12-31,Columbia County,Arkansas,AR,79.09386952454952,8.8,38.0,20.0,4,2,4,5419.0,48.6,1.0,Medium
2023-12-31,Grundy County,Illinois,IL,138.3399200439453,9.52,38.0,9.0,3,6,4,12680.0,57.8,2.0,High
2023-12-31,Jasper County,Georgia,GA,151.4609375,7.91,37.0,35.0,4,9,7,3126.0,34.8,1.0,Medium
2023-12-31,Fresno County,California,CA,226.8907623291016,9.48,37.0,10.0,10,7,3,254590.0,61.0,2.0,High
2023-12-31,Canadian County,Oklahoma,OK,142.13568115234375,7.13,37.0,44.0,4,1,8,39499.0,58.1,2.0,High
2023-12-31,Mitchell County,North Carolina,NC,151.11320373535156,8.07,39.0,34.0,3,8,5,3392.0,48.2,1.0,Medium
2023-12-31,Camas County,Idaho,ID,161.29752533704232,7.88,36.0,36.0,5,8,4,158.0,43.0,0.0,Low
2023-12-31,Chesapeake,Virginia,VA,176.82553100585938,7.86,38.0,37.0,8,6,1,,,,
2023-12-31,Howard County,Arkansas,AR,67.20479635885795,8.8,38.0,20.0,7,3,1,3761.0,54.3,1.0,Medium
2023-12-31,Amelia County,Virginia,VA,165.82489629651354,7.86,38.0,37.0,9,6,10,2637.0,53.2,2.0,High
2023-12-31,Boone County,Arkansas,AR,90.8348083885343,8.8,38.0,20.0,7,5,10,9435.0,37.4,1.0,Medium
2023-12-31,Woodford County,Kentucky,KY,138.65723334418402,8.58,39.0,22.0,5,8,6,6837.0,66.10000000000001,2.0,High
2023-12-31,Jones County,Texas,TX,93.56982421875,8.19,35.0,30.0,7,3,8,4589.0,44.3,1.0,Medium
2023-12-31,Butler County,Pennsylvania,PA,168.852081451416,8.46,41.0,23.0,2,5,1,44536.0,61.9,2.0,High
2023-12-31,Cottonwood County,Minnesota,MN,78.12196350097656,9.99,38.0,6.0,4,10,9,3223.0,56.00000000000001,1.0,Medium
2023-12-31,Saline County,Arkansas,AR,127.6106948852539,8.8,38.0,20.0,6,5,9,30863.0,50.5,1.0,Medium
2023-12-31,Leake County,Mississippi,MS,83.99374800610713,8.99,38.0,15.0,1,10,8,6403.0,48.5,2.0,High
2023-12-31,Carson City,Nevada,NV,282.49566650390625,8.23,38.0,29.0,3,7,6,14922.0,64.2,1.0,Medium
2023-12-31,New Castle County,Delaware,DE,160.78260803222656,6.21,41.0,47.0,1,2,4,147142.0,68.7,2.0,High
2023-12-31,Jones County,Mississippi,MS,97.68033663610912,8.99,38.0,15.0,3,4,8,21178.0,43.4,1.0,Medium
2023-12-31,Ripley County,Indiana,IN,93.03831481933594,8.15,38.0,33.0,7,8,1,8289.0,48.1,2.0,High
2023-12-31,Madison County,New York,NY,114.88439178466795,12.79,39.0,1.0,5,9,1,13557.0,61.0,3.0,Critical
2023-12-31,Wilkinson County,Georgia,GA,81.4536361694336,7.91,37.0,35.0,3,5,2,2231.0,50.8,1.0,Medium
2023-12-31,Glascock County,Georgia,GA,83.92583109935124,7.91,37.0,35.0,8,4,5,609.0,33.1,1.0,Medium
2023-12-31,Deschutes County,Oregon,OR,342.6636047363281,8.29,39.0,27.0,8,5,6,46107.0,68.89999999999999,1.0,Medium
2023-12-31,Erie County,New York,NY,145.0825818928343,12.79,39.0,1.0,2,1,2,211622.0,69.8,3.0,Critical
2023-12-31,Weber County,Utah,UT,207.12430406892585,8.29,31.0,27.0,9,4,1,70969.0,61.3,1.0,Medium
2023-12-31,Lauderdale County,Mississippi,MS,22.30882711118021,8.99,38.0,15.0,8,8,10,18801.0,51.3,2.0,High
2023-12-31,DeSoto County,Florida,FL,163.88243103027344,6.97,42.0,45.0,9,2,2,9385.0,46.3,1.0,Medium
2023-12-31,Stark County,Ohio,OH,116.30802371418852,8.96,39.0,16.0,2,9,7,79833.0,54.6,1.0,Medium
2023-12-31,Heard County,Georgia,GA,132.23346267689703,7.91,37.0,35.0,2,6,5,2171.0,28.2,1.0,Medium
2023-12-31,San Miguel County,New Mexico,NM,101.01535186767578,8.19,38.0,30.0,6,4,7,5861.0,60.9,2.0,High
2023-12-31,Williamsburg County,South Carolina,SC,92.97520446777344,7.45,39.0,40.0,6,8,8,8526.0,57.2,0.0,Low
2023-12-31,Johnson County,Tennessee,TN,159.00339096069337,5.74,39.0,49.0,9,2,4,5166.0,37.2,1.0,Medium
2023-12-31,Elmore County,Idaho,ID,189.26248168945312,7.88,36.0,36.0,6,9,2,7198.0,54.0,1.0,Medium
2023-12-31,Vilas County,Wisconsin,WI,206.89182024385912,8.89,40.0,17.0,6,1,6,5220.0,65.7,1.0,Medium
2023-12-31,Nantucket County,Massachusetts,MA,1031.943536080842,8.77,40.0,21.0,9,1,10,3404.0,,2.0,High
2023-12-31,Faulkner County,Arkansas,AR,123.60237991333008,8.8,38.0,20.0,10,2,7,35057.0,51.3,1.0,Medium
2023-12-31,Washington County,Mississippi,MS,28.590877532958984,8.99,38.0,15.0,10,1,10,10413.0,50.6,2.0,High
2023-12-31,Pontotoc County,Mississippi,MS,52.02887969312519,8.99,38.0,15.0,8,8,3,10332.0,41.5,2.0,High
2023-12-31,McNairy County,Tennessee,TN,97.17677157499747,5.74,39.0,49.0,10,6,4,7647.0,47.4,2.0,High
2023-12-31,Oklahoma County,Oklahoma,OK,128.0467558614986,7.13,37.0,44.0,3,9,5,198551.0,64.9,1.0,Medium
2023-12-31,Skagit County,Washington,WA,301.7459806903058,8.34,38.0,24.0,10,5,1,22121.0,67.2,1.0,Medium
2023-12-31,Brevard County,Florida,FL,192.1466257785536,6.97,42.0,45.0,3,9,9,133408.0,64.60000000000001,2.0,High
2023-12-31,Douglas County,Nebraska,NE,132.2982503781512,9.01,37.0,14.0,6,9,9,149972.0,66.60000000000001,1.0,Medium
2023-12-31,Orange County,Virginia,VA,189.6024475097656,7.86,38.0,37.0,1,10,8,6807.0,58.7,2.0,High
2023-12-31,Haralson County,Georgia,GA,136.00390625,7.91,37.0,35.0,3,3,3,5433.0,33.4,1.0,Medium
2023-12-31,Madison County,Ohio,OH,156.84397888183594,8.96,39.0,16.0,7,7,4,9670.0,51.0,2.0,High
2023-12-31,Poquoson,Virginia,VA,174.0053005218506,7.86,38.0,37.0,2,8,3,,,,
2023-12-31,Medina County,Texas,TX,169.13434410095215,8.19,35.0,30.0,8,10,3,10217.0,55.60000000000001,1.0,Medium
2023-12-31,Fulton County,New York,NY,100.35713958740234,12.79,39.0,1.0,10,8,3,12844.0,54.3,3.0,Critical
2023-12-31,Washington Parish,Louisiana,LA,86.71041624591999,8.82,37.0,19.0,2,3,5,12944.0,41.9,1.0,Medium
2023-12-31,Pinellas County,Florida,FL,254.71697998046875,6.97,42.0,45.0,4,3,7,208997.0,64.5,1.0,Medium
2023-12-31,Seminole County,Oklahoma,OK,58.28897750499664,7.13,37.0,44.0,6,4,2,6120.0,52.5,1.0,Medium
2023-12-31,Montgomery County,Georgia,GA,107.71041870117188,7.91,37.0,35.0,7,10,5,2075.0,35.7,1.0,Medium
2023-12-31,Lewis County,Washington,WA,237.9679107666016,8.34,38.0,24.0,9,3,6,17531.0,51.3,1.0,Medium
2023-12-31,Marshall County,Mississippi,MS,121.64045715332033,8.99,38.0,15.0,8,3,8,9902.0,54.3,1.0,Medium
2023-12-31,Bourbon County,Kentucky,KY,113.88974920103828,8.58,39.0,22.0,9,2,6,5959.0,57.99999999999999,1.0,Medium
2023-12-31,Monroe County,Michigan,MI,136.7276711895633,8.34,40.0,24.0,1,5,3,38031.0,56.8,1.0,Medium
2023-12-31,Kaufman County,Texas,TX,163.82022094726562,8.19,35.0,30.0,8,10,2,35400.0,52.2,1.0,Medium
2023-12-31,St. Clair County,Michigan,MI,155.10398248726415,8.34,40.0,24.0,6,1,8,40707.0,49.7,1.0,Medium
2023-12-31,Fayette County,Indiana,IN,44.99221949142299,8.15,38.0,33.0,3,1,4,6738.0,39.900000000000006,2.0,High
2023-12-31,Cocke County,Tennessee,TN,141.26482453328208,5.74,39.0,49.0,5,7,8,11579.0,49.6,1.0,Medium
2023-12-31,Wasatch County,Utah,UT,413.6135864257813,8.29,31.0,27.0,2,4,7,10718.0,60.6,1.0,Medium
2023-12-31,Orleans County,New York,NY,83.70022583007812,12.79,39.0,1.0,7,10,6,8676.0,55.00000000000001,2.0,High
2023-12-31,Murray County,Georgia,GA,133.734375,7.91,37.0,35.0,6,10,10,11531.0,37.1,1.0,Medium
2023-12-31,Bear Lake County,Idaho,ID,181.7712071228028,7.88,36.0,36.0,8,7,2,928.0,46.2,2.0,High
2023-12-31,Monroe County,Iowa,IA,243.16452530599668,9.26,38.0,13.0,5,6,8,1879.0,46.3,1.0,Medium
2023-12-31,Phillips County,Colorado,CO,107.35467473513744,8.31,37.0,26.0,1,9,1,886.0,52.2,2.0,High
2023-12-31,Winnebago County,Wisconsin,WI,122.33867732285884,8.89,40.0,17.0,3,7,1,51711.0,61.3,2.0,High
2023-12-31,Pulaski County,Missouri,MO,93.383409576416,7.75,39.0,39.0,2,3,10,8818.0,51.0,4.0,Unknown
2023-12-31,Adams County,Mississippi,MS,70.16387939453125,8.99,38.0,15.0,2,3,8,7150.0,54.8,2.0,High
2023-12-31,Wilson County,Texas,TX,202.1977996826172,8.19,35.0,30.0,10,8,9,10649.0,55.2,1.0,Medium
2023-12-31,Union County,Oregon,OR,158.45525414313306,8.29,39.0,27.0,4,5,2,5024.0,49.1,1.0,Medium
2023-12-31,McLeod County,Minnesota,MN,126.07889380821815,9.99,38.0,6.0,7,2,5,10583.0,57.9,1.0,Medium
2023-12-31,Perry County,Pennsylvania,PA,129.8207661178933,8.46,41.0,23.0,5,5,1,8835.0,47.8,2.0,High
2023-12-31,Midland County,Michigan,MI,123.83098461108057,8.34,40.0,24.0,2,3,6,19051.0,59.0,1.0,Medium
2023-12-31,Carter County,Missouri,MO,112.39612579345705,7.75,39.0,39.0,1,4,10,1499.0,32.5,4.0,Unknown
2023-12-31,Atlantic County,New Jersey,NJ,176.4705810546875,9.98,40.0,7.0,3,8,10,68624.0,67.0,2.0,High
2023-12-31,Greene County,Iowa,IA,98.16545392925946,9.26,38.0,13.0,5,3,5,1741.0,58.2,2.0,High
2023-12-31,Middlesex County,New Jersey,NJ,256.60202130322955,9.98,40.0,7.0,4,9,3,194921.0,73.6,2.0,High
2023-12-31,DeWitt County,Texas,TX,81.71018343359734,8.19,35.0,30.0,2,7,5,6461.0,45.4,1.0,Medium
2023-12-31,Menard County,Texas,TX,142.50067259586845,8.19,35.0,30.0,4,1,5,512.0,54.0,0.0,Low
2023-12-31,Jefferson County,Kentucky,KY,136.9249952269521,8.58,39.0,22.0,10,3,10,228911.0,63.8,2.0,High
2023-12-31,Allegany County,Maryland,MD,74.51390075683594,9.32,39.0,12.0,3,5,8,17141.0,55.400000000000006,1.0,Medium
2023-12-31,Juniata County,Pennsylvania,PA,87.38933996711192,8.46,41.0,23.0,10,6,1,4767.0,40.0,1.0,Medium
2023-12-31,McDowell County,North Carolina,NC,149.45693772095183,8.07,39.0,34.0,3,10,2,13623.0,51.9,1.0,Medium
2023-12-31,Butts County,Georgia,GA,133.7138671875,7.91,37.0,35.0,3,5,3,6472.0,33.800000000000004,2.0,High
2023-12-31,Aransas County,Texas,TX,193.55200896275164,8.19,35.0,30.0,9,2,8,4100.0,57.1,1.0,Medium
2023-12-31,Cleveland County,North Carolina,NC,148.0234375,8.07,39.0,34.0,8,2,4,29495.0,50.5,1.0,Medium
2023-12-31,Yell County,Arkansas,AR,88.65901184082031,8.8,38.0,20.0,5,7,10,6851.0,48.8,0.0,Low
2023-12-31,Livingston County,New York,NY,102.19803176879884,12.79,39.0,1.0,2,6,4,11753.0,59.5,2.0,High
2023-12-31,Rogers County,Oklahoma,OK,134.6182403564453,7.13,37.0,44.0,3,2,9,25387.0,46.7,0.0,Low
2023-12-31,Bristol County,Massachusetts,MA,243.51099028000488,8.77,40.0,21.0,3,2,1,150630.0,65.60000000000001,2.0,High
2023-12-31,Gordon County,Georgia,GA,140.94955444335938,7.91,37.0,35.0,9,9,7,16491.0,37.6,2.0,High
2023-12-31,Belknap County,New Hampshire,NH,224.2102910822088,6.84,43.0,46.0,8,10,4,13624.0,,2.0,High
2023-12-31,Woodward County,Oklahoma,OK,-9.0205078125,7.13,37.0,44.0,3,5,5,5163.0,38.0,1.0,Medium
2023-12-31,Hempstead County,Arkansas,AR,55.03515625,8.8,38.0,20.0,3,5,8,4555.0,40.1,0.0,Low
2023-12-31,Ashtabula County,Ohio,OH,110.00281005859377,8.96,39.0,16.0,7,4,7,19872.0,52.7,1.0,Medium
2023-12-31,Gallatin County,Kentucky,KY,99.95282745361328,8.58,39.0,22.0,4,6,4,2210.0,41.2,1.0,Medium
2023-12-31,Hickman County,Tennessee,TN,173.42491722106934,5.74,39.0,49.0,4,4,10,6826.0,42.4,1.0,Medium
2023-12-31,Spencer County,Kentucky,KY,153.87751090360507,8.58,39.0,22.0,3,9,2,5323.0,30.0,2.0,High
2023-12-31,Calhoun County,Mississippi,MS,36.14540068308512,8.99,38.0,15.0,3,4,1,4638.0,44.0,0.0,Low
2023-12-31,Bledsoe County,Tennessee,TN,110.96955646957576,5.74,39.0,49.0,6,7,2,4661.0,36.9,1.0,Medium
2023-12-31,Marion County,Oregon,OR,254.9283905029297,8.29,39.0,27.0,1,8,3,69082.0,62.9,2.0,High
2023-12-31,Stevens County,Minnesota,MN,83.8550279983092,9.99,38.0,6.0,6,10,10,2630.0,57.9,1.0,Medium
2023-12-31,Outagamie County,Wisconsin,WI,129.71971130371094,8.89,40.0,17.0,5,9,5,54362.0,64.3,2.0,High
2023-12-31,Summit County,Utah,UT,756.7465142822266,8.29,31.0,27.0,4,9,3,13526.0,88.2,1.0,Medium
2023-12-31,Tooele County,Utah,UT,180.1715240478516,8.29,31.0,27.0,6,5,8,21387.0,58.8,1.0,Medium
2023-12-31,Sarasota County,Florida,FL,254.0912933349609,6.97,42.0,45.0,6,3,9,89512.0,69.6,2.0,High
2023-12-31,Winchester,Virginia,VA,170.71846145629883,7.86,38.0,37.0,8,4,4,,,,
2023-12-31,Laurens County,Georgia,GA,87.04678383558439,7.91,37.0,35.0,1,5,3,13765.0,46.5,0.0,Low
